,gene_id,database,kegg_id
3019,STMUK_0088,KEGG_pathway,map00790
3020,STMUK_0088,KEGG_pathway,map01100
3021,STMUK_0088,KEGG_pathway,map01523
3023,STMUK_0089,KEGG_pathway,map00230
3026,STMUK_0092,KEGG_pathway,map00750
3027,STMUK_0092,KEGG_pathway,map01100
3032,STMUK_0102,KEGG_pathway,map00040
3033,STMUK_0102,KEGG_pathway,map00053
3034,STMUK_0102,KEGG_pathway,map01100
3035,STMUK_0102,KEGG_pathway,map01120
3038,STMUK_0103,KEGG_pathway,map00040
3039,STMUK_0103,KEGG_pathway,map01100
3042,STMUK_0104,KEGG_pathway,map00040
3043,STMUK_0104,KEGG_pathway,map01100
3045,STMUK_0107,KEGG_pathway,map02010
3047,STMUK_0108,KEGG_pathway,map02010
3049,STMUK_0109,KEGG_pathway,map02010
3056,STMUK_0112,KEGG_pathway,map00290
3057,STMUK_0112,KEGG_pathway,map00660
3058,STMUK_0112,KEGG_pathway,map01100
3059,STMUK_0112,KEGG_pathway,map01110
3060,STMUK_0112,KEGG_pathway,map01210
3061,STMUK_0112,KEGG_pathway,map01230
3069,STMUK_0113,KEGG_pathway,map00290
3070,STMUK_0113,KEGG_pathway,map00660
3071,STMUK_0113,KEGG_pathway,map00966
3072,STMUK_0113,KEGG_pathway,map01100
3073,STMUK_0113,KEGG_pathway,map01110
3074,STMUK_0113,KEGG_pathway,map01210
3075,STMUK_0113,KEGG_pathway,map01230
3082,STMUK_0114,KEGG_pathway,map00290
3083,STMUK_0114,KEGG_pathway,map00660
3084,STMUK_0114,KEGG_pathway,map01100
3085,STMUK_0114,KEGG_pathway,map01110
3086,STMUK_0114,KEGG_pathway,map01210
3087,STMUK_0114,KEGG_pathway,map01230
3094,STMUK_0115,KEGG_pathway,map00290
3095,STMUK_0115,KEGG_pathway,map00620
3096,STMUK_0115,KEGG_pathway,map01100
3097,STMUK_0115,KEGG_pathway,map01110
3098,STMUK_0115,KEGG_pathway,map01210
3099,STMUK_0115,KEGG_pathway,map01230
3109,STMUK_0118,KEGG_pathway,map00290
3110,STMUK_0118,KEGG_pathway,map00650
3111,STMUK_0118,KEGG_pathway,map00660
3112,STMUK_0118,KEGG_pathway,map00770
3113,STMUK_0118,KEGG_pathway,map01100
3114,STMUK_0118,KEGG_pathway,map01110
3115,STMUK_0118,KEGG_pathway,map01130
3116,STMUK_0118,KEGG_pathway,map01210
3117,STMUK_0118,KEGG_pathway,map01230
3127,STMUK_0119,KEGG_pathway,map00290
3128,STMUK_0119,KEGG_pathway,map00650
3129,STMUK_0119,KEGG_pathway,map00660
3130,STMUK_0119,KEGG_pathway,map00770
3131,STMUK_0119,KEGG_pathway,map01100
3132,STMUK_0119,KEGG_pathway,map01110
3133,STMUK_0119,KEGG_pathway,map01130
3134,STMUK_0119,KEGG_pathway,map01210
3135,STMUK_0119,KEGG_pathway,map01230
3138,STMUK_0124,KEGG_pathway,map00550
3139,STMUK_0124,KEGG_pathway,map01501
3142,STMUK_0125,KEGG_pathway,map00300
3143,STMUK_0125,KEGG_pathway,map00550
3148,STMUK_0126,KEGG_pathway,map00300
3149,STMUK_0126,KEGG_pathway,map00550
3150,STMUK_0126,KEGG_pathway,map01100
3151,STMUK_0126,KEGG_pathway,map01502
3155,STMUK_0127,KEGG_pathway,map00550
3156,STMUK_0127,KEGG_pathway,map01100
3157,STMUK_0127,KEGG_pathway,map01502
3161,STMUK_0128,KEGG_pathway,map00471
3162,STMUK_0128,KEGG_pathway,map00550
3163,STMUK_0128,KEGG_pathway,map01100
3165,STMUK_0129,KEGG_pathway,map04112
3170,STMUK_0130,KEGG_pathway,map00550
3171,STMUK_0130,KEGG_pathway,map01100
3172,STMUK_0130,KEGG_pathway,map01502
3173,STMUK_0130,KEGG_pathway,map04112
3177,STMUK_0131,KEGG_pathway,map00471
3178,STMUK_0131,KEGG_pathway,map00550
3179,STMUK_0131,KEGG_pathway,map01100
3184,STMUK_0132,KEGG_pathway,map00473
3185,STMUK_0132,KEGG_pathway,map00550
3186,STMUK_0132,KEGG_pathway,map01100
3187,STMUK_0132,KEGG_pathway,map01502
3189,STMUK_0133,KEGG_pathway,map04112
3191,STMUK_0134,KEGG_pathway,map04112
3193,STMUK_0135,KEGG_pathway,map04112
3196,STMUK_0136,KEGG_pathway,map00540
3197,STMUK_0136,KEGG_pathway,map01100
3200,STMUK_0137,KEGG_pathway,map03060
3201,STMUK_0137,KEGG_pathway,map03070
3205,STMUK_0138,KEGG_pathway,map02024
3206,STMUK_0138,KEGG_pathway,map03060
3207,STMUK_0138,KEGG_pathway,map03070
3210,STMUK_0142,KEGG_pathway,map00770
3211,STMUK_0142,KEGG_pathway,map01100
3213,STMUK_0143,KEGG_pathway,map00230
3216,STMUK_0147,KEGG_pathway,map00760
3217,STMUK_0147,KEGG_pathway,map01100
3226,STMUK_0154,KEGG_pathway,map00010
3227,STMUK_0154,KEGG_pathway,map00020
3228,STMUK_0154,KEGG_pathway,map00620
3229,STMUK_0154,KEGG_pathway,map01100
3230,STMUK_0154,KEGG_pathway,map01110
3231,STMUK_0154,KEGG_pathway,map01120
3232,STMUK_0154,KEGG_pathway,map01130
3233,STMUK_0154,KEGG_pathway,map01200
3242,STMUK_0155,KEGG_pathway,map00010
3243,STMUK_0155,KEGG_pathway,map00020
3244,STMUK_0155,KEGG_pathway,map00620
3245,STMUK_0155,KEGG_pathway,map01100
3246,STMUK_0155,KEGG_pathway,map01110
3247,STMUK_0155,KEGG_pathway,map01120
3248,STMUK_0155,KEGG_pathway,map01130
3249,STMUK_0155,KEGG_pathway,map01200
3261,STMUK_0160,KEGG_pathway,map00020
3262,STMUK_0160,KEGG_pathway,map00630
3263,STMUK_0160,KEGG_pathway,map00640
3264,STMUK_0160,KEGG_pathway,map00720
3265,STMUK_0160,KEGG_pathway,map01100
3266,STMUK_0160,KEGG_pathway,map01110
3267,STMUK_0160,KEGG_pathway,map01120
3268,STMUK_0160,KEGG_pathway,map01130
3269,STMUK_0160,KEGG_pathway,map01200
3270,STMUK_0160,KEGG_pathway,map01210
3271,STMUK_0160,KEGG_pathway,map01230
3275,STMUK_0167,KEGG_pathway,map00270
3276,STMUK_0167,KEGG_pathway,map00330
3277,STMUK_0167,KEGG_pathway,map01100
3283,STMUK_0168,KEGG_pathway,map00270
3284,STMUK_0168,KEGG_pathway,map00330
3285,STMUK_0168,KEGG_pathway,map00410
3286,STMUK_0168,KEGG_pathway,map00480
3287,STMUK_0168,KEGG_pathway,map01100
3292,STMUK_0171,KEGG_pathway,map00030
3293,STMUK_0171,KEGG_pathway,map01100
3294,STMUK_0171,KEGG_pathway,map01110
3295,STMUK_0171,KEGG_pathway,map01130
3300,STMUK_0172,KEGG_pathway,map00230
3301,STMUK_0172,KEGG_pathway,map00983
3302,STMUK_0172,KEGG_pathway,map01100
3303,STMUK_0172,KEGG_pathway,map01110
3305,STMUK_0173,KEGG_pathway,map00910
3307,STMUK_0177,KEGG_pathway,map05133
3312,STMUK_0182,KEGG_pathway,map00410
3313,STMUK_0182,KEGG_pathway,map00770
3314,STMUK_0182,KEGG_pathway,map01100
3315,STMUK_0182,KEGG_pathway,map01110
3320,STMUK_0183,KEGG_pathway,map00410
3321,STMUK_0183,KEGG_pathway,map00770
3322,STMUK_0183,KEGG_pathway,map01100
3323,STMUK_0183,KEGG_pathway,map01110
3327,STMUK_0184,KEGG_pathway,map00770
3328,STMUK_0184,KEGG_pathway,map01100
3329,STMUK_0184,KEGG_pathway,map01110
3332,STMUK_0185,KEGG_pathway,map00790
3333,STMUK_0185,KEGG_pathway,map01100
3335,STMUK_0186,KEGG_pathway,map03018
3337,STMUK_0192,KEGG_pathway,map00550
3339,STMUK_0194,KEGG_pathway,map02010
3341,STMUK_0195,KEGG_pathway,map02010
3343,STMUK_0196,KEGG_pathway,map02010
3348,STMUK_0204,KEGG_pathway,map00860
3349,STMUK_0204,KEGG_pathway,map01100
3350,STMUK_0204,KEGG_pathway,map01110
3351,STMUK_0204,KEGG_pathway,map01120
3353,STMUK_0208,KEGG_pathway,map02010
3357,STMUK_0209,KEGG_pathway,map00270
3358,STMUK_0209,KEGG_pathway,map01100
3359,STMUK_0209,KEGG_pathway,map01230
3361,STMUK_0210,KEGG_pathway,map00230
3364,STMUK_0211,KEGG_pathway,map01503
3365,STMUK_0211,KEGG_pathway,map02020
3370,STMUK_0215,KEGG_pathway,map00300
3371,STMUK_0215,KEGG_pathway,map01100
3372,STMUK_0215,KEGG_pathway,map01120
3373,STMUK_0215,KEGG_pathway,map01230
3375,STMUK_0216,KEGG_pathway,map02020
3377,STMUK_0218,KEGG_pathway,map03010
3380,STMUK_0220,KEGG_pathway,map00240
3381,STMUK_0220,KEGG_pathway,map01100
3386,STMUK_0222,KEGG_pathway,map00900
3387,STMUK_0222,KEGG_pathway,map01100
3388,STMUK_0222,KEGG_pathway,map01110
3389,STMUK_0222,KEGG_pathway,map01130
3392,STMUK_0223,KEGG_pathway,map00900
3393,STMUK_0223,KEGG_pathway,map01110
3398,STMUK_0224,KEGG_pathway,map00564
3399,STMUK_0224,KEGG_pathway,map01100
3400,STMUK_0224,KEGG_pathway,map01110
3401,STMUK_0224,KEGG_pathway,map04070
3404,STMUK_0225,KEGG_pathway,map02024
3405,STMUK_0225,KEGG_pathway,map04112
3408,STMUK_0228,KEGG_pathway,map00540
3409,STMUK_0228,KEGG_pathway,map01100
3414,STMUK_0229,KEGG_pathway,map00061
3415,STMUK_0229,KEGG_pathway,map00780
3416,STMUK_0229,KEGG_pathway,map01100
3417,STMUK_0229,KEGG_pathway,map01212
3421,STMUK_0230,KEGG_pathway,map00540
3422,STMUK_0230,KEGG_pathway,map01100
3423,STMUK_0230,KEGG_pathway,map01503
3426,STMUK_0231,KEGG_pathway,map00540
3427,STMUK_0231,KEGG_pathway,map01100
3429,STMUK_0232,KEGG_pathway,map03030
3436,STMUK_0233,KEGG_pathway,map00230
3437,STMUK_0233,KEGG_pathway,map00240
3438,STMUK_0233,KEGG_pathway,map01100
3439,STMUK_0233,KEGG_pathway,map03030
3440,STMUK_0233,KEGG_pathway,map03430
3441,STMUK_0233,KEGG_pathway,map03440
3452,STMUK_0234,KEGG_pathway,map00061
3453,STMUK_0234,KEGG_pathway,map00620
3454,STMUK_0234,KEGG_pathway,map00640
3455,STMUK_0234,KEGG_pathway,map00720
3456,STMUK_0234,KEGG_pathway,map01100
3457,STMUK_0234,KEGG_pathway,map01110
3458,STMUK_0234,KEGG_pathway,map01120
3459,STMUK_0234,KEGG_pathway,map01130
3460,STMUK_0234,KEGG_pathway,map01200
3461,STMUK_0234,KEGG_pathway,map01212
3466,STMUK_0236,KEGG_pathway,map00310
3467,STMUK_0236,KEGG_pathway,map00960
3468,STMUK_0236,KEGG_pathway,map01100
3469,STMUK_0236,KEGG_pathway,map01110
3471,STMUK_0243,KEGG_pathway,map01503
3473,STMUK_0244,KEGG_pathway,map00970
3475,STMUK_0246,KEGG_pathway,map02020
3477,STMUK_0247,KEGG_pathway,map02010
3479,STMUK_0248,KEGG_pathway,map02010
3481,STMUK_0249,KEGG_pathway,map02010
3484,STMUK_0250,KEGG_pathway,map00540
3485,STMUK_0250,KEGG_pathway,map01100
3487,STMUK_0263,KEGG_pathway,map00620
3489,STMUK_0265,KEGG_pathway,map03030
3496,STMUK_0266,KEGG_pathway,map00230
3497,STMUK_0266,KEGG_pathway,map00240
3498,STMUK_0266,KEGG_pathway,map01100
3499,STMUK_0266,KEGG_pathway,map03030
3500,STMUK_0266,KEGG_pathway,map03430
3501,STMUK_0266,KEGG_pathway,map03440
3503,STMUK_0268,KEGG_pathway,map02025
3505,STMUK_0269,KEGG_pathway,map02025
3508,STMUK_0274,KEGG_pathway,map02025
3509,STMUK_0274,KEGG_pathway,map03070
3511,STMUK_0275,KEGG_pathway,map02025
3513,STMUK_0276,KEGG_pathway,map02025
3516,STMUK_0279,KEGG_pathway,map02025
3517,STMUK_0279,KEGG_pathway,map03070
3519,STMUK_0283,KEGG_pathway,map03070
3521,STMUK_0284,KEGG_pathway,map02025
3523,STMUK_0285,KEGG_pathway,map03070
3525,STMUK_0289,KEGG_pathway,map02025
3527,STMUK_0292,KEGG_pathway,map03070
3529,STMUK_0307,KEGG_pathway,map05133
3531,STMUK_0314,KEGG_pathway,map00250
3535,STMUK_0315,KEGG_pathway,map00071
3536,STMUK_0315,KEGG_pathway,map01100
3537,STMUK_0315,KEGG_pathway,map01212
3540,STMUK_0316,KEGG_pathway,map00540
3541,STMUK_0316,KEGG_pathway,map01100
3543,STMUK_0320,KEGG_pathway,map01501
3545,STMUK_0321,KEGG_pathway,map01501
3548,STMUK_0323,KEGG_pathway,map00480
3549,STMUK_0323,KEGG_pathway,map01100
3553,STMUK_0324,KEGG_pathway,map00230
3554,STMUK_0324,KEGG_pathway,map01100
3555,STMUK_0324,KEGG_pathway,map01110
3561,STMUK_0328,KEGG_pathway,map00330
3562,STMUK_0328,KEGG_pathway,map00332
3563,STMUK_0328,KEGG_pathway,map01100
3564,STMUK_0328,KEGG_pathway,map01130
3565,STMUK_0328,KEGG_pathway,map01230
3572,STMUK_0329,KEGG_pathway,map00330
3573,STMUK_0329,KEGG_pathway,map00332
3574,STMUK_0329,KEGG_pathway,map01100
3575,STMUK_0329,KEGG_pathway,map01110
3576,STMUK_0329,KEGG_pathway,map01130
3577,STMUK_0329,KEGG_pathway,map01230
3579,STMUK_0344,KEGG_pathway,map05133
3581,STMUK_0346,KEGG_pathway,map05133
3584,STMUK_0356,KEGG_pathway,map01501
3585,STMUK_0356,KEGG_pathway,map02024
3587,STMUK_0361,KEGG_pathway,map04978
3591,STMUK_0366,KEGG_pathway,map00190
3592,STMUK_0366,KEGG_pathway,map01100
3593,STMUK_0366,KEGG_pathway,map02020
3597,STMUK_0367,KEGG_pathway,map00190
3598,STMUK_0367,KEGG_pathway,map01100
3599,STMUK_0367,KEGG_pathway,map02020
3601,STMUK_0374,KEGG_pathway,map00640
3603,STMUK_0375,KEGG_pathway,map00640
3605,STMUK_0376,KEGG_pathway,map00640
3608,STMUK_0377,KEGG_pathway,map00640
3609,STMUK_0377,KEGG_pathway,map01100
3614,STMUK_0378,KEGG_pathway,map00860
3615,STMUK_0378,KEGG_pathway,map01100
3616,STMUK_0378,KEGG_pathway,map01110
3617,STMUK_0378,KEGG_pathway,map01120
3622,STMUK_0386,KEGG_pathway,map00473
3623,STMUK_0386,KEGG_pathway,map00550
3624,STMUK_0386,KEGG_pathway,map01100
3625,STMUK_0386,KEGG_pathway,map01502
3627,STMUK_0391,KEGG_pathway,map02026
3633,STMUK_0392,KEGG_pathway,map00330
3634,STMUK_0392,KEGG_pathway,map01100
3635,STMUK_0392,KEGG_pathway,map01110
3636,STMUK_0392,KEGG_pathway,map01130
3637,STMUK_0392,KEGG_pathway,map01230
3643,STMUK_0394,KEGG_pathway,map00400
3644,STMUK_0394,KEGG_pathway,map01100
3645,STMUK_0394,KEGG_pathway,map01110
3646,STMUK_0394,KEGG_pathway,map01130
3647,STMUK_0394,KEGG_pathway,map01230
3650,STMUK_0397,KEGG_pathway,map00230
3651,STMUK_0397,KEGG_pathway,map00240
3656,STMUK_0399,KEGG_pathway,map00051
3657,STMUK_0399,KEGG_pathway,map00500
3658,STMUK_0399,KEGG_pathway,map00520
3659,STMUK_0399,KEGG_pathway,map01100
3661,STMUK_0403,KEGG_pathway,map02020
3663,STMUK_0404,KEGG_pathway,map02020
3667,STMUK_0407,KEGG_pathway,map00052
3668,STMUK_0407,KEGG_pathway,map00500
3669,STMUK_0407,KEGG_pathway,map01100
3671,STMUK_0408,KEGG_pathway,map04214
3673,STMUK_0409,KEGG_pathway,map00770
3677,STMUK_0412,KEGG_pathway,map02024
3678,STMUK_0412,KEGG_pathway,map03060
3679,STMUK_0412,KEGG_pathway,map03070
3682,STMUK_0413,KEGG_pathway,map03060
3683,STMUK_0413,KEGG_pathway,map03070
3686,STMUK_0414,KEGG_pathway,map03060
3687,STMUK_0414,KEGG_pathway,map03070
3692,STMUK_0422,KEGG_pathway,map00740
3693,STMUK_0422,KEGG_pathway,map01100
3694,STMUK_0422,KEGG_pathway,map01110
3695,STMUK_0422,KEGG_pathway,map02024
3699,STMUK_0423,KEGG_pathway,map00740
3700,STMUK_0423,KEGG_pathway,map01100
3701,STMUK_0423,KEGG_pathway,map01110
3704,STMUK_0425,KEGG_pathway,map00730
3705,STMUK_0425,KEGG_pathway,map01100
3708,STMUK_0426,KEGG_pathway,map00564
3709,STMUK_0426,KEGG_pathway,map01100
3715,STMUK_0428,KEGG_pathway,map00730
3716,STMUK_0428,KEGG_pathway,map00900
3717,STMUK_0428,KEGG_pathway,map01100
3718,STMUK_0428,KEGG_pathway,map01110
3719,STMUK_0428,KEGG_pathway,map01130
3724,STMUK_0429,KEGG_pathway,map00900
3725,STMUK_0429,KEGG_pathway,map01100
3726,STMUK_0429,KEGG_pathway,map01110
3727,STMUK_0429,KEGG_pathway,map01130
3729,STMUK_0430,KEGG_pathway,map03430
3733,STMUK_0431,KEGG_pathway,map00730
3734,STMUK_0431,KEGG_pathway,map01100
3735,STMUK_0431,KEGG_pathway,map04122
3737,STMUK_0432,KEGG_pathway,map02010
3739,STMUK_0433,KEGG_pathway,map02010
3741,STMUK_0434,KEGG_pathway,map02010
3743,STMUK_0435,KEGG_pathway,map02010
3747,STMUK_0437,KEGG_pathway,map00440
3748,STMUK_0437,KEGG_pathway,map01100
3749,STMUK_0437,KEGG_pathway,map01120
3753,STMUK_0438,KEGG_pathway,map00440
3754,STMUK_0438,KEGG_pathway,map01100
3755,STMUK_0438,KEGG_pathway,map01120
3759,STMUK_0440,KEGG_pathway,map00770
3760,STMUK_0440,KEGG_pathway,map01100
3761,STMUK_0440,KEGG_pathway,map01110
3767,STMUK_0446,KEGG_pathway,map00190
3768,STMUK_0446,KEGG_pathway,map00860
3769,STMUK_0446,KEGG_pathway,map01100
3770,STMUK_0446,KEGG_pathway,map01110
3771,STMUK_0446,KEGG_pathway,map04714
3774,STMUK_0447,KEGG_pathway,map00190
3775,STMUK_0447,KEGG_pathway,map01100
3778,STMUK_0448,KEGG_pathway,map00190
3779,STMUK_0448,KEGG_pathway,map01100
3782,STMUK_0449,KEGG_pathway,map00190
3783,STMUK_0449,KEGG_pathway,map01100
3786,STMUK_0450,KEGG_pathway,map00190
3787,STMUK_0450,KEGG_pathway,map01100
3789,STMUK_0451,KEGG_pathway,map01501
3792,STMUK_0455,KEGG_pathway,map04112
3793,STMUK_0455,KEGG_pathway,map04212
3795,STMUK_0456,KEGG_pathway,map04112
3797,STMUK_0457,KEGG_pathway,map04112
3800,STMUK_0462,KEGG_pathway,map00790
3801,STMUK_0462,KEGG_pathway,map01100
3810,STMUK_0466,KEGG_pathway,map00270
3811,STMUK_0466,KEGG_pathway,map00920
3812,STMUK_0466,KEGG_pathway,map01100
3813,STMUK_0466,KEGG_pathway,map01110
3814,STMUK_0466,KEGG_pathway,map01120
3815,STMUK_0466,KEGG_pathway,map01130
3816,STMUK_0466,KEGG_pathway,map01200
3817,STMUK_0466,KEGG_pathway,map01230
3819,STMUK_0468,KEGG_pathway,map02010
3821,STMUK_0469,KEGG_pathway,map02010
3823,STMUK_0472,KEGG_pathway,map01040
3825,STMUK_0476,KEGG_pathway,map03010
3827,STMUK_0477,KEGG_pathway,map03010
3830,STMUK_0482,KEGG_pathway,map01501
3831,STMUK_0482,KEGG_pathway,map01503
3834,STMUK_0483,KEGG_pathway,map01501
3835,STMUK_0483,KEGG_pathway,map01503
3837,STMUK_0488,KEGG_pathway,map03440
3840,STMUK_0490,KEGG_pathway,map00230
3841,STMUK_0490,KEGG_pathway,map01100
3848,STMUK_0491,KEGG_pathway,map00230
3849,STMUK_0491,KEGG_pathway,map00240
3850,STMUK_0491,KEGG_pathway,map01100
3851,STMUK_0491,KEGG_pathway,map03030
3852,STMUK_0491,KEGG_pathway,map03430
3853,STMUK_0491,KEGG_pathway,map03440
3855,STMUK_0493,KEGG_pathway,map03440
3869,STMUK_0494,KEGG_pathway,map04141
3870,STMUK_0494,KEGG_pathway,map04151
3871,STMUK_0494,KEGG_pathway,map04217
3872,STMUK_0494,KEGG_pathway,map04612
3873,STMUK_0494,KEGG_pathway,map04621
3874,STMUK_0494,KEGG_pathway,map04626
3875,STMUK_0494,KEGG_pathway,map04657
3876,STMUK_0494,KEGG_pathway,map04659
3877,STMUK_0494,KEGG_pathway,map04914
3878,STMUK_0494,KEGG_pathway,map04915
3879,STMUK_0494,KEGG_pathway,map05200
3880,STMUK_0494,KEGG_pathway,map05215
3881,STMUK_0494,KEGG_pathway,map05418
3887,STMUK_0495,KEGG_pathway,map00230
3888,STMUK_0495,KEGG_pathway,map00730
3889,STMUK_0495,KEGG_pathway,map01100
3890,STMUK_0495,KEGG_pathway,map01110
3891,STMUK_0495,KEGG_pathway,map01130
3895,STMUK_0496,KEGG_pathway,map00860
3896,STMUK_0496,KEGG_pathway,map01100
3897,STMUK_0496,KEGG_pathway,map01110
3899,STMUK_0498,KEGG_pathway,map00230
3905,STMUK_0501,KEGG_pathway,map00230
3906,STMUK_0501,KEGG_pathway,map00240
3907,STMUK_0501,KEGG_pathway,map00760
3908,STMUK_0501,KEGG_pathway,map01100
3909,STMUK_0501,KEGG_pathway,map01110
3912,STMUK_0505,KEGG_pathway,map01524
3913,STMUK_0505,KEGG_pathway,map04016
3915,STMUK_0513,KEGG_pathway,map01040
3917,STMUK_0517,KEGG_pathway,map02010
3919,STMUK_0518,KEGG_pathway,map02010
3921,STMUK_0519,KEGG_pathway,map02010
3924,STMUK_0524,KEGG_pathway,map00630
3925,STMUK_0524,KEGG_pathway,map01100
3928,STMUK_0535,KEGG_pathway,map00230
3929,STMUK_0535,KEGG_pathway,map01120
3936,STMUK_0539,KEGG_pathway,map00220
3937,STMUK_0539,KEGG_pathway,map00230
3938,STMUK_0539,KEGG_pathway,map00910
3939,STMUK_0539,KEGG_pathway,map01100
3940,STMUK_0539,KEGG_pathway,map01120
3941,STMUK_0539,KEGG_pathway,map01200
3946,STMUK_0540,KEGG_pathway,map00230
3947,STMUK_0540,KEGG_pathway,map01100
3948,STMUK_0540,KEGG_pathway,map01110
3949,STMUK_0540,KEGG_pathway,map01130
3954,STMUK_0541,KEGG_pathway,map00230
3955,STMUK_0541,KEGG_pathway,map01100
3956,STMUK_0541,KEGG_pathway,map01110
3957,STMUK_0541,KEGG_pathway,map01130
3960,STMUK_0542,KEGG_pathway,map00540
3961,STMUK_0542,KEGG_pathway,map01100
3963,STMUK_0544,KEGG_pathway,map00970
3969,STMUK_0549,KEGG_pathway,map00670
3970,STMUK_0549,KEGG_pathway,map00720
3971,STMUK_0549,KEGG_pathway,map01100
3972,STMUK_0549,KEGG_pathway,map01120
3973,STMUK_0549,KEGG_pathway,map01200
3975,STMUK_0550,KEGG_pathway,map05133
3977,STMUK_0553,KEGG_pathway,map05133
3979,STMUK_0556,KEGG_pathway,map02020
3981,STMUK_0579,KEGG_pathway,map02060
3986,STMUK_0580,KEGG_pathway,map00051
3987,STMUK_0580,KEGG_pathway,map00520
3988,STMUK_0580,KEGG_pathway,map01100
3989,STMUK_0580,KEGG_pathway,map02060
3994,STMUK_0581,KEGG_pathway,map00051
3995,STMUK_0581,KEGG_pathway,map00520
3996,STMUK_0581,KEGG_pathway,map01100
3997,STMUK_0581,KEGG_pathway,map02060
4002,STMUK_0582,KEGG_pathway,map00051
4003,STMUK_0582,KEGG_pathway,map00520
4004,STMUK_0582,KEGG_pathway,map01100
4005,STMUK_0582,KEGG_pathway,map02060
4008,STMUK_0583,KEGG_pathway,map00633
4009,STMUK_0583,KEGG_pathway,map01120
4013,STMUK_0589,KEGG_pathway,map01053
4014,STMUK_0589,KEGG_pathway,map01110
4015,STMUK_0589,KEGG_pathway,map01130
4017,STMUK_0590,KEGG_pathway,map02020
4021,STMUK_0593,KEGG_pathway,map01053
4022,STMUK_0593,KEGG_pathway,map01110
4023,STMUK_0593,KEGG_pathway,map01130
4025,STMUK_0595,KEGG_pathway,map02010
4027,STMUK_0596,KEGG_pathway,map02010
4029,STMUK_0597,KEGG_pathway,map02010
4031,STMUK_0599,KEGG_pathway,map02010
4037,STMUK_0600,KEGG_pathway,map00130
4038,STMUK_0600,KEGG_pathway,map01053
4039,STMUK_0600,KEGG_pathway,map01100
4040,STMUK_0600,KEGG_pathway,map01110
