,imodulon,kegg_id,pvalue,qvalue,precision,recall,f1score,TP,target_set_size,imodulon_size,pathway_name
44,fnr-2,map00920,4.3196976235704935e-08,9.244152914440857e-06,0.2894736842105263,0.06395348837209303,0.10476190476190476,11.0,38.0,172.0,Sulfur metabolism
45,fnr-2,map00860,1.1241742518852878e-07,1.202866449517258e-05,0.30303030303030304,0.05813953488372093,0.0975609756097561,10.0,33.0,172.0,Porphyrin and chlorophyll metabolism
46,fnr-2,map00640,2.8139617194429e-07,2.0072926932026022e-05,0.2777777777777778,0.05813953488372093,0.09615384615384616,10.0,36.0,172.0,Propanoate metabolism
47,fnr-2,map02020,8.894928423948285e-07,4.758786706812333e-05,0.12269938650306748,0.11627906976744186,0.11940298507462686,20.0,163.0,172.0,Two-component system
48,fnr-2,map00190,1.1853749512966201e-05,0.0005073404791549535,0.21428571428571427,0.05232558139534884,0.08411214953271029,9.0,42.0,172.0,Oxidative phosphorylation
49,fnr-2,map01120,0.00013042819322962396,0.004651938891856588,0.08571428571428572,0.12209302325581395,0.10071942446043165,21.0,245.0,172.0,Microbial metabolism in diverse environments
50,fnr-2,map00620,0.0003713756846499838,0.011353485216442362,0.1568627450980392,0.046511627906976744,0.07174887892376682,8.0,51.0,172.0,Pyruvate metabolism
51,fnr-2,map00720,0.000537262059686871,0.014371760096623802,0.2,0.03488372093023256,0.0594059405940594,6.0,30.0,172.0,Carbon fixation pathways in prokaryotes
52,fnr-2,map00020,0.0015901449618208332,0.034344268102937295,0.2,0.029069767441860465,0.050761421319796954,5.0,25.0,172.0,Citrate cycle (TCA cycle)
53,fnr-2,map01100,0.001604872341258752,0.034344268102937295,0.05660377358490566,0.22674418604651161,0.09059233449477351,39.0,689.0,172.0,Metabolic pathways
54,fnr-2,map00650,0.0019129302458172736,0.03721518841862696,0.19230769230769232,0.029069767441860465,0.050505050505050504,5.0,26.0,172.0,Butanoate metabolism
55,fnr-2,map00633,0.002162277862824156,0.038560621887030785,0.375,0.01744186046511628,0.03333333333333333,3.0,8.0,172.0,Nitrotoluene degradation
56,fnr-2,map01200,0.0031031298644453704,0.0510822916147161,0.09803921568627451,0.05813953488372093,0.072992700729927,10.0,102.0,172.0,Carbon metabolism
57,lrp,map01230,5.465163274459112e-48,1.16954494073425e-45,0.45,0.30337078651685395,0.36241610738255037,54.0,120.0,178.0,Biosynthesis of amino acids
58,lrp,map01100,1.0510634388439738e-33,1.124637879563052e-31,0.13352685050798258,0.5168539325842697,0.21222606689734716,92.0,689.0,178.0,Metabolic pathways
59,lrp,map01110,1.4752115277867905e-30,1.0523175564879106e-28,0.20270270270270271,0.33707865168539325,0.25316455696202533,60.0,296.0,178.0,Biosynthesis of secondary metabolites
60,lrp,map01130,4.342471105105858e-25,2.3232220412316343e-23,0.22439024390243903,0.25842696629213485,0.2402088772845953,46.0,205.0,178.0,
61,lrp,map01210,1.6000008019909624e-19,6.8480034325213196e-18,0.68,0.09550561797752809,0.16748768472906403,17.0,25.0,178.0,2-Oxocarboxylic acid metabolism
62,lrp,map02010,1.0910134271988469e-16,3.891281223675888e-15,0.19767441860465115,0.19101123595505617,0.19428571428571428,34.0,172.0,178.0,ABC transporters
63,lrp,map00290,6.762686473950881e-15,2.0674498648935555e-13,0.75,0.06741573033707865,0.12371134020618557,12.0,16.0,178.0,"Valine, leucine and isoleucine biosynthesis"
64,lrp,map00270,1.310125628222992e-12,3.5045860554965036e-11,0.4375,0.07865168539325842,0.13333333333333333,14.0,32.0,178.0,Cysteine and methionine metabolism
65,lrp,map00220,3.106331029299409e-12,7.386164891889707e-11,0.6111111111111112,0.06179775280898876,0.11224489795918366,11.0,18.0,178.0,Arginine biosynthesis
66,lrp,map00260,5.852770140545762e-12,1.252492810076793e-10,0.4,0.07865168539325842,0.13145539906103287,14.0,35.0,178.0,"Glycine, serine and threonine metabolism"
67,lrp,map00920,2.2144894142612104e-11,4.308188496835446e-10,0.3684210526315789,0.07865168539325842,0.12962962962962962,14.0,38.0,178.0,Sulfur metabolism
68,lrp,map00261,6.269263919713238e-10,1.1180187323488607e-08,0.875,0.03932584269662921,0.07526881720430108,7.0,8.0,178.0,Monobactam biosynthesis
69,lrp,map00300,7.099428304265212e-09,1.1686751208559656e-07,0.5714285714285714,0.0449438202247191,0.08333333333333333,8.0,14.0,178.0,Lysine biosynthesis
70,lrp,map00400,3.302704689982086e-08,5.048420026115474e-07,0.4090909090909091,0.05056179775280899,0.09,9.0,22.0,178.0,"Phenylalanine, tyrosine and tryptophan biosynthesis"
71,lrp,map00250,7.95170230643258e-08,1.1344428623843816e-06,0.3225806451612903,0.056179775280898875,0.09569377990430623,10.0,31.0,178.0,"Alanine, aspartate and glutamate metabolism"
72,lrp,map01120,1.8301352141848397e-07,2.4478058489722233e-06,0.11020408163265306,0.15168539325842698,0.1276595744680851,27.0,245.0,178.0,Microbial metabolism in diverse environments
73,lrp,map00730,2.2277014887679433e-07,2.8042830505667054e-06,0.5,0.03932584269662921,0.07291666666666667,7.0,14.0,178.0,Thiamine metabolism
74,lrp,map00660,8.999434151064823e-07,1.0699327268488179e-05,0.5454545454545454,0.033707865168539325,0.06349206349206349,6.0,11.0,178.0,C5-Branched dibasic acid metabolism
75,lrp,map00780,6.426641657834273e-05,0.0007238427972508076,0.38461538461538464,0.028089887640449437,0.05235602094240837,5.0,13.0,178.0,Biotin metabolism
76,lrp,map00450,9.700761799402012e-05,0.0010379815125360153,0.35714285714285715,0.028089887640449437,0.05208333333333333,5.0,14.0,178.0,Selenocompound metabolism
77,lrp,map00770,0.000135886338485107,0.0013847464969434712,0.2608695652173913,0.033707865168539325,0.059701492537313425,6.0,23.0,178.0,Pantothenate and CoA biosynthesis
78,lrp,map01200,0.0003151735662269192,0.0030657792351163962,0.11764705882352941,0.06741573033707865,0.08571428571428572,12.0,102.0,178.0,Carbon metabolism
79,lrp,map00340,0.0006933404018705534,0.006451080260882541,0.3333333333333333,0.02247191011235955,0.042105263157894736,4.0,12.0,178.0,Histidine metabolism
80,lrp,map00360,0.0009002553844662208,0.008027277178157136,0.5,0.016853932584269662,0.03260869565217391,3.0,6.0,178.0,Phenylalanine metabolism
81,lrp,map00670,0.0009729288397823204,0.008263365422206768,0.3076923076923077,0.02247191011235955,0.041884816753926704,4.0,13.0,178.0,One carbon pool by folate
82,lrp,map00910,0.001003960284941009,0.008263365422206768,0.22727272727272727,0.028089887640449437,0.049999999999999996,5.0,22.0,178.0,Nitrogen metabolism
83,lrp,map02024,0.004969855921312723,0.03939070989484899,0.1206896551724138,0.03932584269662921,0.059322033898305086,7.0,58.0,178.0,Quorum sensing
84,lrp,map00230,0.005860755463245892,0.04479291675480789,0.10666666666666667,0.0449438202247191,0.06324110671936758,8.0,75.0,178.0,Purine metabolism
85,lrp,map00401,0.007678924035301121,0.05666516357084276,0.5,0.011235955056179775,0.021978021978021976,2.0,4.0,178.0,Novobiocin biosynthesis
86,lrp,map01523,0.012489784612355387,0.08909379690146843,0.4,0.011235955056179775,0.02185792349726776,2.0,5.0,178.0,Antifolate resistance
87,lrp,map00680,0.014009605351238573,0.09671146919887273,0.15384615384615385,0.02247191011235955,0.0392156862745098,4.0,26.0,178.0,Methane metabolism
88,arcA,map02010,4.23320062269951e-07,9.059049332576953e-05,0.09302325581395349,0.1568627450980392,0.11678832116788321,16.0,172.0,102.0,ABC transporters
89,arcA,map00330,5.692881371126524e-06,0.0005398868222320596,0.2608695652173913,0.058823529411764705,0.09599999999999999,6.0,23.0,102.0,Arginine and proline metabolism
90,arcA,map00640,7.5685068537204615e-06,0.0005398868222320596,0.19444444444444445,0.06862745098039216,0.10144927536231885,7.0,36.0,102.0,Propanoate metabolism
91,arcA,map00720,2.9709313092424707e-05,0.001589448250444722,0.2,0.058823529411764705,0.0909090909090909,6.0,30.0,102.0,Carbon fixation pathways in prokaryotes
92,arcA,map00620,8.101282398761699e-05,0.0034673488666700073,0.13725490196078433,0.06862745098039216,0.09150326797385623,7.0,51.0,102.0,Pyruvate metabolism
93,arcA,map00280,0.0002987844354485602,0.008381163120085447,0.42857142857142855,0.029411764705882353,0.055045871559633024,3.0,7.0,102.0,"Valine, leucine and isoleucine degradation"
94,arcA,map00564,0.00035247882280733185,0.008381163120085447,0.16666666666666666,0.049019607843137254,0.07575757575757575,5.0,30.0,102.0,Glycerophospholipid metabolism
95,arcA,map01100,0.0003147327047580207,0.008381163120085447,0.040638606676342524,0.27450980392156865,0.07079646017699116,28.0,689.0,102.0,Metabolic pathways
96,arcA,map01200,0.0002584071893214327,0.008381163120085447,0.08823529411764706,0.08823529411764706,0.08823529411764706,9.0,102.0,102.0,Carbon metabolism
97,arcA,map00430,0.0013003472217737414,0.027827430545958067,0.6666666666666666,0.0196078431372549,0.03809523809523809,2.0,3.0,102.0,Taurine and hypotaurine metabolism
98,arcA,map00020,0.0016706468464711083,0.0325016750131652,0.16,0.0392156862745098,0.06299212598425197,4.0,25.0,102.0,Citrate cycle (TCA cycle)
99,arcA,map02020,0.0020898282889907508,0.03726860448700172,0.06134969325153374,0.09803921568627451,0.07547169811320754,10.0,163.0,102.0,Two-component system
100,arcA,map00250,0.0037722728686996362,0.06209741491551709,0.12903225806451613,0.0392156862745098,0.06015037593984963,4.0,31.0,102.0,"Alanine, aspartate and glutamate metabolism"
101,arcA,map00362,0.004216187206470836,0.06444743301319707,0.4,0.0196078431372549,0.037383177570093455,2.0,5.0,102.0,Benzoate degradation
102,arcA,map01120,0.005001454721595952,0.06689445690134586,0.04897959183673469,0.11764705882352941,0.06916426512968299,12.0,245.0,102.0,Microbial metabolism in diverse environments
103,arcA,map01212,0.004979175751655583,0.06689445690134586,0.17647058823529413,0.029411764705882353,0.05042016806722689,3.0,17.0,102.0,Fatty acid metabolism
104,crp-1,map00564,1.0151714271143367e-05,0.0018569763634194718,0.16666666666666666,0.10204081632653061,0.12658227848101267,5.0,30.0,49.0,Glycerophospholipid metabolism
105,crp-1,map02060,1.7354919284294128e-05,0.0018569763634194718,0.10714285714285714,0.12244897959183673,0.11428571428571428,6.0,56.0,49.0,Phosphotransferase system (PTS)
106,crp-1,map01051,0.000594277367377421,0.04239178553958936,0.5,0.04081632653061224,0.07547169811320753,2.0,4.0,49.0,Biosynthesis of ansamycins
107,crp-1,map00051,0.0011995118752963735,0.051339108262684785,0.0851063829787234,0.08163265306122448,0.08333333333333333,4.0,47.0,49.0,Fructose and mannose metabolism
108,crp-1,map00053,0.001139726030297499,0.051339108262684785,0.14285714285714285,0.061224489795918366,0.0857142857142857,3.0,21.0,49.0,Ascorbate and aldarate metabolism
109,crp-1,map00520,0.0016314622047377994,0.058188818635648176,0.0784313725490196,0.08163265306122448,0.08,4.0,51.0,49.0,Amino sugar and nucleotide sugar metabolism
110,narP,map00910,5.1933174625421716e-09,1.1113699369840247e-06,0.2727272727272727,0.17647058823529413,0.21428571428571427,6.0,22.0,34.0,Nitrogen metabolism
111,narP,map02010,1.7743166152126958e-05,0.0018985187782775846,0.046511627906976744,0.23529411764705882,0.07766990291262135,8.0,172.0,34.0,ABC transporters
112,crp-2,map01200,1.906306524332706e-08,4.079495962071991e-06,0.09803921568627451,0.2222222222222222,0.13605442176870747,10.0,102.0,45.0,Carbon metabolism
113,crp-2,map00020,7.085787215409494e-08,7.5817923204881596e-06,0.24,0.13333333333333333,0.17142857142857146,6.0,25.0,45.0,Citrate cycle (TCA cycle)
114,crp-2,map01110,1.5837273876024413e-06,0.00011297255364897415,0.04391891891891892,0.28888888888888886,0.07624633431085044,13.0,296.0,45.0,Biosynthesis of secondary metabolites
115,crp-2,map00720,6.617815175282433e-06,0.0003540531118776102,0.16666666666666666,0.1111111111111111,0.13333333333333333,5.0,30.0,45.0,Carbon fixation pathways in prokaryotes
116,crp-2,map01120,6.0790369232651756e-05,0.002601827803157495,0.04081632653061224,0.2222222222222222,0.06896551724137931,10.0,245.0,45.0,Microbial metabolism in diverse environments
117,crp-2,map01130,8.609406015632055e-05,0.003070688145575433,0.04390243902439024,0.2,0.072,9.0,205.0,45.0,
118,crp-2,map00564,0.00014960656510161518,0.0045736864188208074,0.13333333333333333,0.08888888888888889,0.10666666666666669,4.0,30.0,45.0,Glycerophospholipid metabolism
119,crp-2,map04910,0.0002519107273379278,0.006738611956289569,0.6666666666666666,0.044444444444444446,0.08333333333333334,2.0,3.0,45.0,Insulin signaling pathway
120,crp-2,map00051,0.0008677933194061728,0.019584276518881793,0.0851063829787234,0.08888888888888889,0.08695652173913045,4.0,47.0,45.0,Fructose and mannose metabolism
121,crp-2,map02010,0.0009151531083589622,0.019584276518881793,0.040697674418604654,0.15555555555555556,0.06451612903225806,7.0,172.0,45.0,ABC transporters
122,crp-2,map00310,0.0022824792733040947,0.04440459677155239,0.25,0.044444444444444446,0.07547169811320754,2.0,8.0,45.0,Lysine degradation
123,crp-2,map01100,0.0028411716798960956,0.05066756162481371,0.020319303338171262,0.3111111111111111,0.03814713896457765,14.0,689.0,45.0,Metabolic pathways
124,crp-2,map00660,0.0044045754777077475,0.07250608863303523,0.18181818181818182,0.044444444444444446,0.07142857142857142,2.0,11.0,45.0,C5-Branched dibasic acid metabolism
125,cyd,map00190,4.917881387718487e-05,0.010524266169717562,0.07142857142857142,0.3333333333333333,0.11764705882352941,3.0,42.0,9.0,Oxidative phosphorylation
126,cyd,map02020,0.00013668312986032176,0.01462509489505443,0.024539877300613498,0.4444444444444444,0.046511627906976744,4.0,163.0,9.0,Two-component system
