,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project_name,condition_name,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,additional_notes,ScientificName_curated,Host,Knockout,Other_available_omics,Biological_replicate,Technical_replicate,SampleID,R1,R2,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
ERX3503520,9/23/19 10:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR3481985,ERP116860,PRJEB34015,573444,ERS3655428,SAMEA5866936,ERA2091469,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"L. Bossi, N. Figueroa-Bossi",400,10,9065307,,,31589608.0,12810810,LT2,rho K130Q,NC_003197.2;NC_003277.2,Rho,rho_K130Q,WT,rho_K130Q,LB,,,Aerobic,,37C,,,0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,,,3.0,1.0,rho_k130q_3,,,True,True,True,Rho:rho_K130Q,True,True
SRX1258665,9/18/16 20:49,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 1000,SRR2444791,SRP063839,PRJNA296349,296349,SRS1073753,SAMN04096038,SRA299346,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,1807487,GSE73192,GSM1888395,,4096038,LT2,WT,NC_003197.2;NC_003277.2,tomato,tomato_root,LB,WT,tomato_root,,,Aerobic,,,,,,Grown for 3 days,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,1.0,1.0,tomato_root_1,,,True,True,True,tomato:tomato_root,True,True
SRX1258666,9/18/16 20:49,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 1000,SRR2444793,SRP063839,PRJNA296349,296349,SRS1073752,SAMN04096039,SRA299346,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,1807488,GSE73192,GSM1888396,,4096039,LT2,WT,NC_003197.2;NC_003277.2,tomato,tomato_root,LB,WT,tomato_root,,,Aerobic,,,,,,Grown for 3 days,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,2.0,1.0,tomato_root_2,,,True,True,True,tomato:tomato_root,True,True
SRX1258667,9/18/16 20:49,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 1000,SRR2444794,SRP063839,PRJNA296349,296349,SRS1073751,SAMN04096040,SRA299346,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,1807489,GSE73192,GSM1888397,,4096040,LT2,WT,NC_003197.2;NC_003277.2,tomato,tomato_root,LB,WT,tomato_root,,,Aerobic,,,,,,Grown for 3 days,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,3.0,1.0,tomato_root_3,,,True,True,True,tomato:tomato_root,True,True
SRX1258669,9/18/16 20:49,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 1000,SRR2444797,SRP063839,PRJNA296349,296349,SRS1073749,SAMN04096042,SRA299346,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,1807491,GSE73192,GSM1888399,,4096042,LT2,WT,NC_003197.2;NC_003277.2,tomato,LB,LB,WT,LB,,,Aerobic,,,,,,Grown for 3 days,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,2.0,1.0,LB_2,,,True,True,True,tomato:LB,True,True
SRX1258670,9/18/16 20:49,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 1000,SRR2444799,SRP063839,PRJNA296349,296349,SRS1073748,SAMN04096043,SRA299346,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,1807492,GSE73192,GSM1888400,,4096043,LT2,WT,NC_003197.2;NC_003277.2,tomato,LB,LB,WT,LB,,,Aerobic,,,,,,Grown for 3 days,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,3.0,1.0,LB_3,,,True,True,True,tomato:LB,True,True
SRX2195704,4/13/18 16:14,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR4301244,SRP090571,PRJNA344783,344783,SRS1717637,SAMN05833289,SRA480920,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3190948,GSE87447,GSM2331474,29717015.0,5833289,LT2,wild-type,NC_003197.2;NC_003277.2,flagella,WT,WT,WT,LB,,,Aerobic,,37C,,,1.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,WT,,1.0,1.0,flagella_wt_1,,,True,True,True,flagella:WT,True,True
SRX2195705,4/13/18 16:14,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR4301245,SRP090571,PRJNA344783,344783,SRS1717638,SAMN05833288,SRA480920,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3190949,GSE87447,GSM2331475,29717015.0,5833288,LT2,wild-type,NC_003197.2;NC_003277.2,flagella,WT,WT,WT,LB,,,Aerobic,,37C,,,1.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,WT,,2.0,1.0,flagella_wt_2,,,True,True,True,flagella:WT,True,True
SRX2195706,4/13/18 16:14,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR4301246,SRP090571,PRJNA344783,344783,SRS1717639,SAMN05833302,SRA480920,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3190950,GSE87447,GSM2331476,29717015.0,5833302,LT2,_rfaL,NC_003197.2;NC_003277.2,flagella,del_rfaL,WT,del_rfaL,LB,,,Aerobic,,37C,,,1.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,rfaL,,1.0,1.0,flagella_del_rfaL_1,,,True,True,True,flagella:del_rfaL,True,True
SRX2195707,4/13/18 16:14,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR4301247,SRP090571,PRJNA344783,344783,SRS1717641,SAMN05833301,SRA480920,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3190951,GSE87447,GSM2331477,29717015.0,5833301,LT2,_rfaL,NC_003197.2;NC_003277.2,flagella,del_rfaL,WT,del_rfaL,LB,,,Aerobic,,37C,,,1.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,rfaL,,2.0,1.0,flagella_del_rfaL_2,,,True,True,True,flagella:del_rfaL,True,True
SRX2195708,4/13/18 16:14,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR4301248,SRP090571,PRJNA344783,344783,SRS1717640,SAMN05833300,SRA480920,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3190952,GSE87447,GSM2331478,29717015.0,5833300,LT2,_rfaG,NC_003197.2;NC_003277.2,flagella,del_rfaG,WT,del_rfaG,LB,,,Aerobic,,37C,,,1.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,rfaG,,1.0,1.0,flagella_del_rfaG_1,,,True,True,True,flagella:del_rfaG,True,True
SRX2195709,4/13/18 16:14,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR4301249,SRP090571,PRJNA344783,344783,SRS1717642,SAMN05833299,SRA480920,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3190953,GSE87447,GSM2331479,29717015.0,5833299,LT2,_rfaG,NC_003197.2;NC_003277.2,flagella,del_rfaG,WT,del_rfaG,LB,,,Aerobic,,37C,,,1.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,rfaG,,2.0,1.0,flagella_del_rfaG_2,,,True,True,True,flagella:del_rfaG,True,True
SRX2195710,4/13/18 16:14,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR4301250,SRP090571,PRJNA344783,344783,SRS1717643,SAMN05833298,SRA480920,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3190954,GSE87447,GSM2331480,29717015.0,5833298,LT2,_rfaD,NC_003197.2;NC_003277.2,flagella,del_rfaD,WT,del_rfaD,LB,,,Aerobic,,37C,,,1.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,rfaD,,1.0,1.0,flagella_del_rfaD_1,,,True,True,True,flagella:del_rfaD,True,True
SRX2195711,4/13/18 16:14,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR4301251,SRP090571,PRJNA344783,344783,SRS1717646,SAMN05833297,SRA480920,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3190955,GSE87447,GSM2331481,29717015.0,5833297,LT2,_rfaD,NC_003197.2;NC_003277.2,flagella,del_rfaD,WT,del_rfaD,LB,,,Aerobic,,37C,,,1.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,rfaD,,2.0,1.0,flagella_del_rfaD_2,,,True,True,True,flagella:del_rfaD,True,True
SRX3136375,8/29/17 16:17,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR5980348;SRR5980349;SRR5980350;SRR5980351,SRP116269,PRJNA400327,400327,SRS2469297,SAMN07563778,SRA602980,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4432078,GSE103146,GSM2754488,29021529.0,7563778,DM9404,wild-type,NC_003197.2;NC_003277.2,2AA,WT,WT,LT2_DM9404,no_carbon_E_medium_NCE,11_mM D-glucose,,Aerobic,"1_mM MgSO4, trace minerals",37C,,mid-log,0.6 (OD650),Difco nutrient browth (NB) (8_g/L) containing NaCL (5_g/L) was used as rich medium. Minimal medium treatment.,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 DM9404,,WT,,1.0,1.0,2AA_wt_1,,,True,True,True,2AA:WT,True,True
SRX3136376,8/29/17 16:17,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR5980352;SRR5980353;SRR5980354;SRR5980355,SRP116269,PRJNA400327,400327,SRS2469321,SAMN07563777,SRA602980,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4432079,GSE103146,GSM2754489,29021529.0,7563777,DM9404,wild-type,NC_003197.2;NC_003277.2,2AA,WT,WT,LT2_DM9404,no_carbon_E_medium_NCE,11_mM D-glucose,,Aerobic,"1_mM MgSO4, trace minerals",37C,,mid-log,0.6 (OD650),Difco nutrient browth (NB) (8_g/L) containing NaCL (5_g/L) was used as rich medium. Minimal medium treatment.,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 DM9404,,WT,,2.0,1.0,2AA_wt_2,,,True,True,True,2AA:WT,True,True
SRX3136377,8/29/17 16:17,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR5980356;SRR5980357;SRR5980358;SRR5980359,SRP116269,PRJNA400327,400327,SRS2469307,SAMN07563776,SRA602980,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4432080,GSE103146,GSM2754490,29021529.0,7563776,DM9404,wild-type,NC_003197.2;NC_003277.2,2AA,WT,WT,LT2_DM9404,no_carbon_E_medium_NCE,11_mM D-glucose,,Aerobic,"1_mM MgSO4, trace minerals",37C,,mid-log,0.6 (OD650),Difco nutrient browth (NB) (8_g/L) containing NaCL (5_g/L) was used as rich medium. Minimal medium treatment.,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 DM9404,,WT,,3.0,1.0,2AA_wt_3,,,True,True,True,2AA:WT,True,True
SRX3136378,8/29/17 16:17,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR5980360;SRR5980361;SRR5980362;SRR5980363,SRP116269,PRJNA400327,400327,SRS2469298,SAMN07563783,SRA602980,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4432081,GSE103146,GSM2754491,29021529.0,7563783,DM9404,wild-type,NC_003197.2;NC_003277.2,2AA,WT,WT,LT2_DM9404,no_carbon_E_medium_NCE,11_mM D-glucose,,Aerobic,"1_mM MgSO4, trace minerals",37C,,mid-log,0.6 (OD650),Difco nutrient browth (NB) (8_g/L) containing NaCL (5_g/L) was used as rich medium. Minimal medium treatment.,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 DM9404,,WT,,4.0,1.0,2AA_wt_4,,,True,True,True,2AA:WT,True,True
SRX3136379,8/29/17 16:17,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR5980364;SRR5980365;SRR5980366;SRR5980367,SRP116269,PRJNA400327,400327,SRS2469299,SAMN07563782,SRA602980,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4432082,GSE103146,GSM2754492,29021529.0,7563782,DM3480,ridA,NC_003197.2;NC_003277.2,2AA,del_ridA,WT,LT2_DM3480,no_carbon_E_medium_NCE,11_mM D-glucose,,Aerobic,"1_mM MgSO4, trace minerals",37C,,mid-log,0.6 (OD650),Difco nutrient browth (NB) (8_g/L) containing NaCL (5_g/L) was used as rich medium. Minimal medium treatment.,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 DM3480,,ridA,,1.0,1.0,2AA_del_ridA_1,,,True,True,True,2AA:del_ridA,True,True
SRX3136380,8/29/17 16:17,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR5980368;SRR5980369;SRR5980370;SRR5980371,SRP116269,PRJNA400327,400327,SRS2469302,SAMN07563781,SRA602980,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4432083,GSE103146,GSM2754493,29021529.0,7563781,DM3480,ridA,NC_003197.2;NC_003277.2,2AA,del_ridA,WT,LT2_DM3480,no_carbon_E_medium_NCE,11_mM D-glucose,,Aerobic,"1_mM MgSO4, trace minerals",37C,,mid-log,0.6 (OD650),Difco nutrient browth (NB) (8_g/L) containing NaCL (5_g/L) was used as rich medium. Minimal medium treatment.,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 DM3480,,ridA,,2.0,1.0,2AA_del_ridA_2,,,True,True,True,2AA:del_ridA,True,True
SRX3136381,8/29/17 16:17,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR5980372;SRR5980373;SRR5980374;SRR5980375,SRP116269,PRJNA400327,400327,SRS2469300,SAMN07563780,SRA602980,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4432084,GSE103146,GSM2754494,29021529.0,7563780,DM3480,ridA,NC_003197.2;NC_003277.2,2AA,del_ridA,WT,LT2_DM3480,no_carbon_E_medium_NCE,11_mM D-glucose,,Aerobic,"1_mM MgSO4, trace minerals",37C,,mid-log,0.6 (OD650),Difco nutrient browth (NB) (8_g/L) containing NaCL (5_g/L) was used as rich medium. Minimal medium treatment.,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 DM3480,,ridA,,3.0,1.0,2AA_del_ridA_3,,,True,True,True,2AA:del_ridA,True,True
SRX3136382,8/29/17 16:17,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR5980376;SRR5980377;SRR5980378;SRR5980379,SRP116269,PRJNA400327,400327,SRS2469301,SAMN07563779,SRA602980,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4432085,GSE103146,GSM2754495,29021529.0,7563779,DM3480,ridA,NC_003197.2;NC_003277.2,2AA,del_ridA,WT,LT2_DM3480,no_carbon_E_medium_NCE,11_mM D-glucose,,Aerobic,"1_mM MgSO4, trace minerals",37C,,mid-log,0.6 (OD650),Difco nutrient browth (NB) (8_g/L) containing NaCL (5_g/L) was used as rich medium. Minimal medium treatment.,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 DM3480,,ridA,,4.0,1.0,2AA_del_ridA_4,,,True,True,True,2AA:del_ridA,True,True
SRX3798491,3/15/18 14:28,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843053,SRP135791,PRJNA438234,438234,SRS3050571,SAMN08711861,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233164,,,30214435.0,8711861,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,spi2_ind_lowOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,PCN-SPI-2ind,glucose(22.2mM),NH4Cl(15mM),Aerobic,"80 mM MES replacing MOPS, 0.4 mM K2HPO4 instead",37C,5.8,log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,3.0,1.0,SPI-2ind_LowOD_intracellularRNAs_3,,,True,True,True,omv:spi2_ind_lowOD_intracellularRNAs,True,True
SRX3798492,3/15/18 14:33,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843052,SRP135791,PRJNA438234,438234,SRS3050570,SAMN08711860,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233165,,,30214435.0,8711860,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,spi2_ind_lowOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,PCN-SPI-2ind,glucose(22.2mM),NH4Cl(15mM),Aerobic,"80 mM MES replacing MOPS, 0.4 mM K2HPO4 instead",37C,5.8,log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,2.0,1.0,SPI-2ind_LowOD_intracellularRNAs_2,,,True,True,True,omv:spi2_ind_lowOD_intracellularRNAs,True,True
