,imodulon,kegg_id,pvalue,qvalue,precision,recall,f1score,TP,target_set_size,imodulon_size,pathway_name
71,fliA-1,map05132,0.0002224893861171352,0.011958804503796017,0.15384615384615385,0.06153846153846154,0.08791208791208792,4.0,26.0,65.0,Salmonella infection
72,fliA-1,map04621,0.0008203980334338553,0.03527711543765578,0.5,0.03076923076923077,0.057971014492753624,2.0,4.0,65.0,NOD-like receptor signaling pathway
73,fliA-1,map02026,0.0009872220341316368,0.03537545622305032,0.10526315789473684,0.06153846153846154,0.07766990291262135,4.0,38.0,65.0,Biofilm formation - Escherichia coli
74,fliA-1,map05134,0.0013568526473001876,0.041674759881362905,0.4,0.03076923076923077,0.05714285714285715,2.0,5.0,65.0,Legionellosis
75,fliA-1,map04626,0.0020196963213323393,0.05427933863580662,0.3333333333333333,0.03076923076923077,0.056338028169014086,2.0,6.0,65.0,Plant-pathogen interaction
76,40,map05132,5.114627180138059e-05,0.010996448437296828,0.11538461538461539,0.1875,0.14285714285714285,3.0,26.0,16.0,Salmonella infection
77,40,map05100,0.0002849672703322792,0.030633981560720013,0.2222222222222222,0.125,0.16,2.0,9.0,16.0,Bacterial invasion of epithelial cells
78,44,map02020,1.1360137635567524e-05,0.0024424295916470177,0.04938271604938271,0.21052631578947367,0.08,8.0,162.0,38.0,Two-component system
79,44,map01503,9.920889018883714e-05,0.010664955695299993,0.1111111111111111,0.10526315789473684,0.10810810810810811,4.0,36.0,38.0,Cationic antimicrobial peptide (CAMP) resistance
80,phoB,map02010,9.53591834956665e-10,2.0502224451568298e-07,0.046242774566473986,0.6153846153846154,0.08602150537634408,8.0,173.0,13.0,ABC transporters
81,49,map01503,5.0967118264104436e-08,1.0957930426782454e-05,0.16666666666666666,0.18181818181818182,0.17391304347826086,6.0,36.0,33.0,Cationic antimicrobial peptide (CAMP) resistance
82,49,map00550,0.00041952427228043193,0.04509885927014643,0.12,0.09090909090909091,0.10344827586206896,3.0,25.0,33.0,Peptidoglycan biosynthesis
83,49,map01502,0.0009648059061890586,0.06914442327688253,0.25,0.06060606060606061,0.0975609756097561,2.0,8.0,33.0,Vancomycin resistance
84,zur,map03010,8.372545194772992e-05,0.018000972168761932,0.09523809523809523,0.5,0.16,2.0,21.0,4.0,Ribosome
85,51,map00190,6.641859526817958e-05,0.01427999798265861,0.07142857142857142,0.2727272727272727,0.11320754716981131,3.0,42.0,11.0,Oxidative phosphorylation
86,rbsR-1,map02010,3.1038043002953706e-05,0.006673179245635047,0.017341040462427744,1.0,0.03409090909090909,3.0,173.0,3.0,ABC transporters
87,fliA-2,map02040,6.64166041207122e-11,1.4279569885953125e-08,0.15789473684210525,0.5,0.23999999999999996,6.0,38.0,12.0,Flagellar assembly
88,fliA-2,map02030,5.009632557559892e-10,5.3853549993768844e-08,0.22727272727272727,0.4166666666666667,0.29411764705882354,5.0,22.0,12.0,Bacterial chemotaxis
89,fliA-2,map02020,0.0003039039024859838,0.02177977967816217,0.024691358024691357,0.3333333333333333,0.04597701149425287,4.0,162.0,12.0,Two-component system
