,imodulon,kegg_id,pvalue,qvalue,precision,recall,f1score,TP,target_set_size,imodulon_size,module_name
58,lsrR,M00219,5.9779527338255445e-12,1.7933858201476633e-09,1.0,0.4444444444444444,0.6153846153846153,4.0,4.0,9.0,
59,arcA-3,M00009,1.4192817193390426e-11,4.257845158017127e-09,0.45,0.10843373493975904,0.17475728155339806,9.0,20.0,83.0,"Citrate cycle (TCA cycle, Krebs cycle)"
60,arcA-3,M00173,2.5072840744182585e-08,3.7609261116273874e-06,0.35,0.08433734939759036,0.13592233009708737,7.0,20.0,83.0,Reductive citrate cycle (Arnon-Buchanan cycle)
61,arcA-3,M00230,8.718417065693668e-08,6.5388127992702504e-06,1.0,0.04819277108433735,0.09195402298850576,4.0,4.0,83.0,
62,arcA-3,M00149,8.718417065693668e-08,6.5388127992702504e-06,1.0,0.04819277108433735,0.09195402298850576,4.0,4.0,83.0,"Succinate dehydrogenase, prokaryotes"
63,arcA-3,M00011,1.664666485061108e-07,9.987998910366649e-06,0.375,0.07228915662650602,0.1212121212121212,6.0,16.0,83.0,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
64,arcA-3,M00740,4.301085752417625e-07,2.1505428762088125e-05,0.8,0.04819277108433735,0.09090909090909091,4.0,5.0,83.0,Methylaspartate cycle
65,arcA-3,M00374,6.179597456629809e-07,2.6483989099842036e-05,0.45454545454545453,0.060240963855421686,0.10638297872340424,5.0,11.0,83.0,Dicarboxylate-hydroxybutyrate cycle
66,arcA-3,M00214,5.166751913566205e-06,0.00019375319675873267,1.0,0.03614457831325301,0.06976744186046512,3.0,3.0,83.0,
67,arcA-3,M00010,2.0405455142280806e-05,0.000680181838076027,0.75,0.03614457831325301,0.0689655172413793,3.0,4.0,83.0,"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate"
68,arcA-3,M00087,5.036847499315592e-05,0.0015110542497946777,0.6,0.03614457831325301,0.06818181818181818,3.0,5.0,83.0,beta-Oxidation
69,arcA-3,M00012,9.946382193059189e-05,0.0027126496890161425,0.5,0.03614457831325301,0.06741573033707865,3.0,6.0,83.0,Glyoxylate cycle
70,arcA-3,M00153,0.0001718633975033113,0.004296584937582782,0.42857142857142855,0.03614457831325301,0.06666666666666667,3.0,7.0,83.0,Cytochrome bd ubiquinol oxidase
71,arcA-3,M00376,0.00027151101261962984,0.0062656387527606884,0.375,0.03614457831325301,0.06593406593406592,3.0,8.0,83.0,3-Hydroxypropionate bi-cycle
72,arcA-3,M00457,0.00030247824165447373,0.006481676606881579,1.0,0.024096385542168676,0.047058823529411764,2.0,2.0,83.0,
73,arcA-3,M00032,0.0017737969871486812,0.03130229977321202,0.5,0.024096385542168676,0.04597701149425288,2.0,4.0,83.0,"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA"
74,arcA-3,M00417,0.0017737969871486812,0.03130229977321202,0.5,0.024096385542168676,0.04597701149425288,2.0,4.0,83.0,Cytochrome o ubiquinol oxidase
75,arcA-3,M00045,0.0017737969871486812,0.03130229977321202,0.5,0.024096385542168676,0.04597701149425288,2.0,4.0,83.0,"Histidine degradation, histidine => N-formiminoglutamate => glutamate"
76,flhD;flhC,M00214,0.00026239481263024006,0.07871844378907202,0.6666666666666666,0.044444444444444446,0.08333333333333334,2.0,3.0,45.0,
77,appY,M00153,0.00014447264519230175,0.04334179355769052,0.2857142857142857,0.15384615384615385,0.2,2.0,7.0,13.0,Cytochrome bd ubiquinol oxidase
78,crp-2,M00283,0.0002344282183237662,0.07032846549712986,0.375,0.0379746835443038,0.06896551724137931,3.0,8.0,79.0,
79,48,M00332,2.53216063347364e-18,7.596481900420919e-16,0.7857142857142857,0.14666666666666667,0.24719101123595508,11.0,14.0,75.0,
80,48,M00542,1.4486261615463712e-16,2.1729392423195566e-14,0.7692307692307693,0.13333333333333333,0.2272727272727273,10.0,13.0,75.0,"EHEC/EPEC pathogenicity signature, T3SS and effectors"
81,48,M00660,1.1702817872856933e-13,1.1702817872856933e-11,0.8,0.10666666666666667,0.18823529411764706,8.0,10.0,75.0,"Xanthomonas spp. pathogenicity signature, T3SS and effectors"
82,48,M00236,5.7665894050594225e-08,4.324942053794567e-06,1.0,0.05333333333333334,0.10126582278481014,4.0,4.0,75.0,
83,malT,M00194,5.9779527338255445e-12,1.7933858201476633e-09,1.0,0.4444444444444444,0.6153846153846153,4.0,4.0,9.0,
84,rpoS,M00209,2.734812087132606e-13,8.204436261397818e-11,1.0,0.061068702290076333,0.11510791366906473,8.0,8.0,131.0,
85,rpoS,M00565,7.984780979765367e-06,0.001197717146964805,0.6666666666666666,0.030534351145038167,0.0583941605839416,4.0,6.0,131.0,"Trehalose biosynthesis, D-glucose 1P => trehalose"
86,rpoS,M00198,8.069019368918829e-05,0.00806901936891883,0.75,0.022900763358778626,0.044444444444444446,3.0,4.0,131.0,
87,cysB,M00176,3.171335710509584e-16,9.514007131528751e-14,1.0,0.4,0.5714285714285715,6.0,6.0,15.0,"Assimilatory sulfate reduction, sulfate => H2S"
88,cysB,M00185,1.502895993210956e-13,2.254343989816434e-11,1.0,0.3333333333333333,0.5,5.0,5.0,15.0,
89,cysB,M00596,9.33300481155446e-06,0.000933300481155446,1.0,0.13333333333333333,0.23529411764705882,2.0,2.0,15.0,"Dissimilatory sulfate reduction, sulfate => H2S"
90,narP-2,M00530,9.982777450375211e-11,2.9948332351125634e-08,0.45454545454545453,0.3125,0.3703703703703703,5.0,11.0,16.0,"Dissimilatory nitrate reduction, nitrate => ammonia"
91,narP-2,M00529,0.00029514729921937383,0.04427209488290607,0.25,0.125,0.16666666666666666,2.0,8.0,16.0,"Denitrification, nitrate => nitrogen"
92,phoB,M00222,7.116610397455516e-13,2.1349831192366547e-10,1.0,0.6666666666666666,0.8,4.0,4.0,6.0,
93,62,M00320,0.00022830080677448616,0.06849024203234584,0.6666666666666666,0.047619047619047616,0.08888888888888889,2.0,3.0,42.0,
94,65,M00280,7.596998120230064e-07,0.00022790994360690191,0.5,0.17647058823529413,0.2608695652173913,3.0,6.0,17.0,
95,narL-2,M00150,4.648647008236616e-06,0.0013945941024709847,0.75,0.058823529411764705,0.10909090909090909,3.0,4.0,51.0,"Fumarate reductase, prokaryotes"
96,narL-2,M00214,0.0003376459245088525,0.05064688867632788,0.6666666666666666,0.0392156862745098,0.07407407407407407,2.0,3.0,51.0,
97,narL-2,M00011,0.0005940464862010403,0.059404648620104035,0.1875,0.058823529411764705,0.08955223880597013,3.0,16.0,51.0,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
98,narL-2,M00009,0.001173176724653664,0.07039060347921984,0.15,0.058823529411764705,0.08450704225352114,3.0,20.0,51.0,"Citrate cycle (TCA cycle, Krebs cycle)"
99,narL-2,M00173,0.001173176724653664,0.07039060347921984,0.15,0.058823529411764705,0.08450704225352114,3.0,20.0,51.0,Reductive citrate cycle (Arnon-Buchanan cycle)
