,imodulon,kegg_id,pvalue,qvalue,precision,recall,f1score,TP,target_set_size,imodulon_size,pathway_name
12,cra-1,map01200,0.0001129969015547301,0.008098111278088991,0.04807692307692308,0.21739130434782608,0.07874015748031496,5.0,104.0,23.0,Carbon metabolism
13,cra-1,map00680,0.00024073874113729257,0.012939707336129475,0.11538461538461539,0.13043478260869565,0.12244897959183673,3.0,26.0,23.0,Methane metabolism
14,cra-1,map00630,0.0003014165103772425,0.012960909946221429,0.10714285714285714,0.13043478260869565,0.11764705882352941,3.0,28.0,23.0,Glyoxylate and dicarboxylate metabolism
15,narP-1,map02010,5.92755244843168e-06,0.0012744237764128112,0.046242774566473986,0.27586206896551724,0.07920792079207921,8.0,173.0,29.0,ABC transporters
16,narP-1,map00910,0.00029262093477223575,0.03145675048801534,0.13636363636363635,0.10344827586206896,0.11764705882352941,3.0,22.0,29.0,Nitrogen metabolism
17,cra-2,map01120,4.3241583787114965e-09,9.296940514229718e-07,0.036,0.6428571428571429,0.06818181818181818,9.0,250.0,14.0,Microbial metabolism in diverse environments
18,cra-2,map00010,4.083723198178794e-06,0.0004390002438042204,0.1,0.2857142857142857,0.14814814814814817,4.0,40.0,14.0,Glycolysis / Gluconeogenesis
19,cra-2,map00051,7.87609610666805e-06,0.0005644535543112102,0.0851063829787234,0.2857142857142857,0.13114754098360654,4.0,47.0,14.0,Fructose and mannose metabolism
20,cra-2,map01200,0.0001842708971431368,0.009904560721443603,0.038461538461538464,0.2857142857142857,0.06779661016949154,4.0,104.0,14.0,Carbon metabolism
21,cra-2,map00620,0.0003696213714488981,0.015893718972302618,0.06,0.21428571428571427,0.09375,3.0,50.0,14.0,Pyruvate metabolism
22,cra-2,map02060,0.0005450887790961217,0.019532347917611027,0.05263157894736842,0.21428571428571427,0.08450704225352114,3.0,57.0,14.0,Phosphotransferase system (PTS)
23,cra-2,map00710,0.001344030293615127,0.04128093044675033,0.10526315789473684,0.14285714285714285,0.12121212121212122,2.0,19.0,14.0,Carbon fixation in photosynthetic organisms
24,cra-2,map00910,0.0018064552470736888,0.0465729454010565,0.09090909090909091,0.14285714285714285,0.1111111111111111,2.0,22.0,14.0,Nitrogen metabolism
25,cra-2,map01100,0.0019495651563232953,0.0465729454010565,0.010014306151645207,0.5,0.019635343618513323,7.0,699.0,14.0,Metabolic pathways
26,cra-2,map01130,0.0025399940500996166,0.04964533825194705,0.019230769230769232,0.2857142857142857,0.03603603603603604,4.0,208.0,14.0,
27,cra-2,map00680,0.0025244622247676076,0.04964533825194705,0.07692307692307693,0.14285714285714285,0.1,2.0,26.0,14.0,Methane metabolism
28,cra-2,map05010,0.002951096121422328,0.052873805508816714,1.0,0.07142857142857142,0.13333333333333333,1.0,1.0,14.0,Alzheimer disease
29,cra-2,map04066,0.005894103638624696,0.07454307542966528,0.5,0.07142857142857142,0.125,1.0,2.0,14.0,HIF-1 signaling pathway
30,cra-2,map04152,0.005894103638624696,0.07454307542966528,0.5,0.07142857142857142,0.125,1.0,2.0,14.0,AMPK signaling pathway
31,cra-2,map04930,0.005894103638624696,0.07454307542966528,0.5,0.07142857142857142,0.125,1.0,2.0,14.0,Type II diabetes mellitus
32,cra-2,map05165,0.005894103638624696,0.07454307542966528,0.5,0.07142857142857142,0.125,1.0,2.0,14.0,Human papillomavirus infection
33,cra-2,map05203,0.005894103638624696,0.07454307542966528,0.5,0.07142857142857142,0.125,1.0,2.0,14.0,Viral carcinogenesis
34,13,map05133,0.00020912304857263528,0.04496145544311658,0.16666666666666666,0.2222222222222222,0.1904761904761905,2.0,12.0,9.0,Pertussis
35,arcA-1,map00330,3.112691296677138e-07,6.692286287855848e-05,0.21739130434782608,0.15625,0.18181818181818182,5.0,23.0,32.0,Arginine and proline metabolism
36,arcA-1,map02010,1.3224421137157486e-05,0.0014216252722444298,0.046242774566473986,0.25,0.07804878048780488,8.0,173.0,32.0,ABC transporters
37,arcA-1,map01100,0.00031787612358231336,0.02278112219006579,0.01859799713876967,0.40625,0.03556771545827633,13.0,699.0,32.0,Metabolic pathways
38,arcA-1,map00280,0.0009064882455912176,0.04872374320052795,0.2857142857142857,0.0625,0.10256410256410256,2.0,7.0,32.0,"Valine, leucine and isoleucine degradation"
39,arcA-2,map00071,1.603693806705329e-05,0.003447941684416457,0.25,0.14285714285714285,0.18181818181818182,3.0,12.0,21.0,Fatty acid degradation
40,arcA-2,map01212,6.923983467977735e-05,0.007443282228076066,0.15789473684210525,0.14285714285714285,0.15,3.0,19.0,21.0,Fatty acid metabolism
41,arcA-2,map00281,0.00011139858959393222,0.007983565587565142,0.5,0.09523809523809523,0.16,2.0,4.0,21.0,Geraniol degradation
42,arcA-2,map00362,0.00027701129777401245,0.01488935725535317,0.3333333333333333,0.09523809523809523,0.14814814814814814,2.0,6.0,21.0,Benzoate degradation
43,arcA-2,map00280,0.00038678063166479564,0.016631567161586213,0.2857142857142857,0.09523809523809523,0.14285714285714285,2.0,7.0,21.0,"Valine, leucine and isoleucine degradation"
44,arcA-2,map00310,0.000659518448646705,0.023632744409840263,0.2222222222222222,0.09523809523809523,0.13333333333333333,2.0,9.0,21.0,Lysine degradation
45,purR,map00230,2.325196307595876e-13,4.999172061331134e-11,0.14473684210526316,0.3793103448275862,0.20952380952380953,11.0,76.0,29.0,Purine metabolism
46,purR,map01100,5.897361303268357e-10,6.339663401013483e-08,0.027181688125894134,0.6551724137931034,0.05219780219780219,19.0,699.0,29.0,Metabolic pathways
47,purR,map00240,2.4372149468025755e-08,1.0522047473669004e-06,0.12727272727272726,0.2413793103448276,0.16666666666666669,7.0,55.0,29.0,Pyrimidine metabolism
48,purR,map00250,2.446987784574187e-08,1.0522047473669004e-06,0.1875,0.20689655172413793,0.19672131147540986,6.0,32.0,29.0,"Alanine, aspartate and glutamate metabolism"
49,purR,map01130,1.5293531629690987e-08,1.0522047473669004e-06,0.052884615384615384,0.3793103448275862,0.09282700421940929,11.0,208.0,29.0,
50,purR,map01110,6.698585556659675e-08,2.400326491136384e-06,0.03986710963455149,0.41379310344827586,0.07272727272727274,12.0,301.0,29.0,Biosynthesis of secondary metabolites
51,purR,map00670,5.639434676190871e-05,0.0017321120791157676,0.23076923076923078,0.10344827586206896,0.14285714285714288,3.0,13.0,29.0,One carbon pool by folate
52,19,map00020,4.596469706217247e-07,9.882409868367081e-05,0.20833333333333334,0.15151515151515152,0.1754385964912281,5.0,24.0,33.0,Citrate cycle (TCA cycle)
53,19,map00720,1.4960833252201925e-06,0.0001608289574611707,0.16666666666666666,0.15151515151515152,0.15873015873015872,5.0,30.0,33.0,Carbon fixation pathways in prokaryotes
54,19,map01200,5.312945450091337e-06,0.00038076109058987915,0.0673076923076923,0.21212121212121213,0.10218978102189781,7.0,104.0,33.0,Carbon metabolism
55,19,map00910,0.0004317049800738311,0.023204142678968424,0.13636363636363635,0.09090909090909091,0.10909090909090909,3.0,22.0,33.0,Nitrogen metabolism
56,19,map01210,0.0007151579714120532,0.025626493975598574,0.11538461538461539,0.09090909090909091,0.1016949152542373,3.0,26.0,33.0,2-Oxocarboxylic acid metabolism
57,19,map04217,0.0006917899907903449,0.025626493975598574,0.3333333333333333,0.06060606060606061,0.10256410256410256,2.0,6.0,33.0,Necroptosis
58,19,map00630,0.0008925975298436066,0.0274154955594822,0.10714285714285714,0.09090909090909091,0.09836065573770493,3.0,28.0,33.0,Glyoxylate and dicarboxylate metabolism
59,19,map01120,0.0013609574569786059,0.036575731656300035,0.028,0.21212121212121213,0.04946996466431096,7.0,250.0,33.0,Microbial metabolism in diverse environments
60,fnr-2,map00650,2.4229414062387114e-06,0.000520932402341323,0.21428571428571427,0.08571428571428572,0.12244897959183673,6.0,28.0,70.0,Butanoate metabolism
61,fnr-2,map00190,2.8671231708777904e-05,0.003082157408693625,0.14285714285714285,0.08571428571428572,0.10714285714285714,6.0,42.0,70.0,Oxidative phosphorylation
62,fnr-2,map00620,7.914731908977933e-05,0.0056722245347675185,0.12,0.08571428571428572,0.09999999999999999,6.0,50.0,70.0,Pyruvate metabolism
63,fnr-2,map00910,0.0002602402840054309,0.011190332212233528,0.18181818181818182,0.05714285714285714,0.08695652173913043,4.0,22.0,70.0,Nitrogen metabolism
64,fnr-2,map01120,0.0002428336006919747,0.011190332212233528,0.048,0.17142857142857143,0.07500000000000001,12.0,250.0,70.0,Microbial metabolism in diverse environments
65,fnr-2,map00020,0.00036970549629571276,0.013247780283929707,0.16666666666666666,0.05714285714285714,0.0851063829787234,4.0,24.0,70.0,Citrate cycle (TCA cycle)
66,fnr-2,map00720,0.0008919320568735034,0.02739505603254332,0.13333333333333333,0.05714285714285714,0.08,4.0,30.0,70.0,Carbon fixation pathways in prokaryotes
67,fnr-2,map02020,0.002615131659700066,0.07028166335443928,0.04878048780487805,0.11428571428571428,0.06837606837606838,8.0,164.0,70.0,Two-component system
68,fur,map01053,1.1355995399671081e-11,2.4415390109292826e-09,0.8571428571428571,0.1111111111111111,0.19672131147540986,6.0,7.0,54.0,Biosynthesis of siderophore group nonribosomal peptides
69,fur,map02010,2.6997194741958818e-06,0.0002902198434760573,0.06358381502890173,0.2037037037037037,0.09691629955947137,11.0,173.0,54.0,ABC transporters
70,24,map05100,1.154072339374011e-14,2.4812555296541238e-12,0.8,0.14035087719298245,0.23880597014925373,8.0,10.0,57.0,Bacterial invasion of epithelial cells
71,24,map05131,2.0954994440750545e-10,2.2526619023806835e-08,1.0,0.08771929824561403,0.16129032258064516,5.0,5.0,57.0,Shigellosis
72,24,map05132,3.4556729056799034e-10,2.476565582403931e-08,0.3076923076923077,0.14035087719298245,0.19277108433734938,8.0,26.0,57.0,Salmonella infection
73,25,map02010,0.0001917078567420093,0.041217189199532,0.028901734104046242,0.3125,0.05291005291005291,5.0,173.0,16.0,ABC transporters
74,26,map02060,0.00010546218309668358,0.02267436936578697,0.12280701754385964,0.07526881720430108,0.09333333333333335,7.0,57.0,93.0,Phosphotransferase system (PTS)
75,crp-1,map00564,3.314035206313584e-05,0.007125175693574205,0.16666666666666666,0.08196721311475409,0.10989010989010987,5.0,30.0,61.0,Glycerophospholipid metabolism
76,crp-1,map00051,0.00030168309326383,0.032430932525861725,0.10638297872340426,0.08196721311475409,0.09259259259259259,5.0,47.0,61.0,Fructose and mannose metabolism
77,crp-1,map00520,0.0004865953834543353,0.0348726691475607,0.09615384615384616,0.08196721311475409,0.08849557522123894,5.0,52.0,61.0,Amino sugar and nucleotide sugar metabolism
78,crp-1,map02060,0.0007463165845178266,0.04011451641783318,0.08771929824561403,0.08196721311475409,0.0847457627118644,5.0,57.0,61.0,Phosphotransferase system (PTS)
79,cytR,map00983,1.7168922370783656e-05,0.003691318309718486,0.1875,0.1875,0.1875,3.0,16.0,16.0,Drug metabolism - other enzymes
80,cytR,map00240,0.000742224419679833,0.07978912511558205,0.05454545454545454,0.1875,0.08450704225352113,3.0,55.0,16.0,Pyrimidine metabolism
81,29,map00640,3.635741901587187e-09,7.816845088412453e-07,0.19444444444444445,0.20588235294117646,0.19999999999999998,7.0,36.0,34.0,Propanoate metabolism
82,29,map00220,0.0002550848648455686,0.02742162297089863,0.16666666666666666,0.08823529411764706,0.11538461538461539,3.0,18.0,34.0,Arginine biosynthesis
83,31,map00540,3.5284942415521617e-06,0.0007586262619337147,0.1935483870967742,0.08955223880597014,0.12244897959183673,6.0,31.0,67.0,Lipopolysaccharide biosynthesis
84,rbsR-1,map02010,1.6616919242842971e-06,0.0003572637637211239,0.03468208092485549,0.5,0.06486486486486485,6.0,173.0,12.0,ABC transporters
85,fliA,map02030,1.7429740090777524e-32,3.747394119517168e-30,0.7391304347826086,0.4146341463414634,0.53125,17.0,23.0,41.0,Bacterial chemotaxis
86,fliA,map02020,7.683795068492515e-18,8.260079698629454e-16,0.11585365853658537,0.4634146341463415,0.18536585365853658,19.0,164.0,41.0,Two-component system
87,fliA,map02040,6.895661008684265e-17,4.9418903895570564e-15,0.3157894736842105,0.2926829268292683,0.3037974683544304,12.0,38.0,41.0,Flagellar assembly
88,fliA,map02026,6.417632882789557e-07,3.4494776744993864e-05,0.15789473684210525,0.14634146341463414,0.1518987341772152,6.0,38.0,41.0,Biofilm formation - Escherichia coli
89,fliA,map04621,0.00043253679639473815,0.018599082244973742,0.5,0.04878048780487805,0.08888888888888888,2.0,4.0,41.0,NOD-like receptor signaling pathway
90,fliA,map05134,0.0007169462594696097,0.025690574297661015,0.4,0.04878048780487805,0.08695652173913045,2.0,5.0,41.0,Legionellosis
91,fliA,map04626,0.0010695323737559496,0.03284992290821845,0.3333333333333333,0.04878048780487805,0.0851063829787234,2.0,6.0,41.0,Plant-pathogen interaction
92,lsrR,map02024,3.125008021284166e-15,6.718767245760957e-13,0.13559322033898305,0.8888888888888888,0.2352941176470588,8.0,59.0,9.0,Quorum sensing
93,lsrR,map02010,0.0001864909695240048,0.020047779223830515,0.023121387283236993,0.4444444444444444,0.04395604395604396,4.0,173.0,9.0,ABC transporters
94,arcA-3,map00020,1.0439603912072769e-10,2.2445148410956452e-08,0.375,0.10843373493975904,0.16822429906542055,9.0,24.0,83.0,Citrate cycle (TCA cycle)
95,arcA-3,map01200,1.8472468508494494e-09,9.928951823315791e-08,0.1346153846153846,0.1686746987951807,0.1497326203208556,14.0,104.0,83.0,Carbon metabolism
96,arcA-3,map00190,1.4447237334313584e-09,9.928951823315791e-08,0.23809523809523808,0.12048192771084337,0.16,10.0,42.0,83.0,Oxidative phosphorylation
97,arcA-3,map00720,1.0491889912749656e-09,9.928951823315791e-08,0.3,0.10843373493975904,0.1592920353982301,9.0,30.0,83.0,Carbon fixation pathways in prokaryotes
98,arcA-3,map01130,6.680543482358212e-08,2.431125222005354e-06,0.08173076923076923,0.20481927710843373,0.1168384879725086,17.0,208.0,83.0,
99,arcA-3,map01100,6.784535503270754e-08,2.431125222005354e-06,0.045779685264663805,0.3855421686746988,0.08184143222506395,32.0,699.0,83.0,Metabolic pathways
100,arcA-3,map01120,1.8240910332537877e-07,5.602565316422348e-06,0.072,0.21686746987951808,0.1081081081081081,18.0,250.0,83.0,Microbial metabolism in diverse environments
101,arcA-3,map00650,3.4203641442439466e-07,9.192228637655606e-06,0.25,0.08433734939759036,0.12612612612612611,7.0,28.0,83.0,Butanoate metabolism
102,arcA-3,map02020,6.649415597620479e-07,1.5884715038760033e-05,0.08536585365853659,0.1686746987951807,0.11336032388663968,14.0,164.0,83.0,Two-component system
103,arcA-3,map01110,1.228481082813991e-05,0.0002641234328050081,0.05647840531561462,0.20481927710843373,0.08854166666666669,17.0,301.0,83.0,Biosynthesis of secondary metabolites
104,arcA-3,map00071,3.8767777194602894e-05,0.0007577338269854203,0.3333333333333333,0.04819277108433735,0.08421052631578947,4.0,12.0,83.0,Fatty acid degradation
105,arcA-3,map00362,9.946382193059189e-05,0.0017820601429231046,0.5,0.03614457831325301,0.06741573033707865,3.0,6.0,83.0,Benzoate degradation
106,arcA-3,map00280,0.0001718633975033113,0.0026393307473722804,0.42857142857142855,0.03614457831325301,0.06666666666666667,3.0,7.0,83.0,"Valine, leucine and isoleucine degradation"
107,arcA-3,map00380,0.0001718633975033113,0.0026393307473722804,0.42857142857142855,0.03614457831325301,0.06666666666666667,3.0,7.0,83.0,Tryptophan metabolism
108,arcA-3,map01212,0.00027645395431482396,0.003962506678512476,0.21052631578947367,0.04819277108433735,0.07843137254901962,4.0,19.0,83.0,Fatty acid metabolism
109,arcA-3,map00640,0.0003575436110482929,0.004804492273461436,0.1388888888888889,0.060240963855421686,0.08403361344537814,5.0,36.0,83.0,Propanoate metabolism
110,arcA-3,map00310,0.0004021301837849879,0.005085764089045435,0.3333333333333333,0.03614457831325301,0.06521739130434782,3.0,9.0,83.0,Lysine degradation
111,arcA-3,map02010,0.0007763078775033818,0.009272566314623726,0.057803468208092484,0.12048192771084337,0.078125,10.0,173.0,83.0,ABC transporters
112,arcA-3,map01210,0.0009713451537090025,0.010991537265654503,0.15384615384615385,0.04819277108433735,0.07339449541284404,4.0,26.0,83.0,2-Oxocarboxylic acid metabolism
113,arcA-3,map00630,0.0012954051425445217,0.013925605282353608,0.14285714285714285,0.04819277108433735,0.07207207207207209,4.0,28.0,83.0,Glyoxylate and dicarboxylate metabolism
114,arcA-3,map00620,0.0016591308749857626,0.016986339910568523,0.1,0.060240963855421686,0.07518796992481203,5.0,50.0,83.0,Pyruvate metabolism
115,arcA-3,map00281,0.0017737969871486812,0.017334834192589386,0.5,0.024096385542168676,0.04597701149425288,2.0,4.0,83.0,Geraniol degradation
116,arcA-3,map00330,0.007104860653354548,0.0664150017596186,0.13043478260869565,0.03614457831325301,0.056603773584905655,3.0,23.0,83.0,Arginine and proline metabolism
117,arcA-3,map00633,0.010053435608922677,0.09006202732993232,0.2222222222222222,0.024096385542168676,0.043478260869565216,2.0,9.0,83.0,Nitrotoluene degradation
118,38,map04621,3.198088047671959e-06,0.0005726684996999335,0.5,0.5,0.5,2.0,4.0,4.0,NOD-like receptor signaling pathway
119,38,map04626,7.990723251626979e-06,0.0005726684996999335,0.3333333333333333,0.5,0.4,2.0,6.0,4.0,Plant-pathogen interaction
120,38,map05134,5.3286476716556636e-06,0.0005726684996999335,0.4,0.5,0.4444444444444445,2.0,5.0,4.0,Legionellosis
121,38,map05132,0.0001721597119514188,0.00925358451738876,0.07692307692307693,0.5,0.13333333333333336,2.0,26.0,4.0,Salmonella infection
122,38,map02040,0.00037113558408322534,0.01595883011557869,0.05263157894736842,0.5,0.09523809523809525,2.0,38.0,4.0,Flagellar assembly
123,cdaR,map00630,5.0251264379941236e-05,0.010804021841687366,0.14285714285714285,0.1111111111111111,0.125,4.0,28.0,36.0,Glyoxylate and dicarboxylate metabolism
124,cdaR,map00053,0.000640510342597562,0.06885486182923792,0.13043478260869565,0.08333333333333333,0.10169491525423728,3.0,23.0,36.0,Ascorbate and aldarate metabolism
125,flhD;flhC,map02040,2.0505990071058775e-62,4.408787865277637e-60,0.8157894736842105,0.6888888888888889,0.746987951807229,31.0,38.0,45.0,Flagellar assembly
126,flhD;flhC,map02030,5.4866258290815995e-05,0.0058981227662627195,0.17391304347826086,0.08888888888888889,0.11764705882352941,4.0,23.0,45.0,Bacterial chemotaxis
127,flhD;flhC,map02026,0.00041226008390670137,0.029545306013313597,0.10526315789473684,0.08888888888888889,0.09638554216867469,4.0,38.0,45.0,Biofilm formation - Escherichia coli
128,crp-2,map00053,2.9994305582053556e-05,0.0064487757001415145,0.21739130434782608,0.06329113924050633,0.09803921568627452,5.0,23.0,79.0,Ascorbate and aldarate metabolism
129,crp-2,map02060,0.00032504916532285615,0.03494278527220704,0.10526315789473684,0.0759493670886076,0.08823529411764705,6.0,57.0,79.0,Phosphotransferase system (PTS)
130,rpoH,map05152,0.0001234900999367016,0.026550371486390844,0.6666666666666666,0.06451612903225806,0.1176470588235294,2.0,3.0,31.0,Tuberculosis
131,rpoH,map04212,0.0006099344418102441,0.06556795249460125,0.3333333333333333,0.06451612903225806,0.1081081081081081,2.0,6.0,31.0,Longevity regulating pathway - worm
132,48,map03070,7.051177097883187e-11,1.0225340229243802e-08,0.2857142857142857,0.13333333333333333,0.18181818181818182,10.0,35.0,75.0,Bacterial secretion system
133,48,map05132,9.51194439929656e-11,1.0225340229243802e-08,0.34615384615384615,0.12,0.1782178217821782,9.0,26.0,75.0,Salmonella infection
134,malT,map00500,3.553413605779563e-05,0.00763983925242606,0.08108108108108109,0.3333333333333333,0.13043478260869568,3.0,37.0,9.0,Starch and sucrose metabolism
135,malT,map02010,0.0001864909695240048,0.020047779223830515,0.023121387283236993,0.4444444444444444,0.04395604395604396,4.0,173.0,9.0,ABC transporters
136,rpoS,map00500,5.369543389944494e-06,0.0011544518288380662,0.21621621621621623,0.061068702290076333,0.09523809523809525,8.0,37.0,131.0,Starch and sucrose metabolism
137,cysB,map00920,6.547009767829533e-24,1.4076071000833496e-21,0.3076923076923077,0.8,0.4444444444444444,12.0,39.0,15.0,Sulfur metabolism
138,cysB,map01120,4.6452303907527035e-06,0.0004993622670059156,0.028,0.4666666666666667,0.052830188679245285,7.0,250.0,15.0,Microbial metabolism in diverse environments
139,cysB,map02010,0.0001357816459254022,0.009731017957987156,0.028901734104046242,0.3333333333333333,0.05319148936170213,5.0,173.0,15.0,ABC transporters
140,cysB,map00261,0.0002584720630282796,0.013892873387770028,0.25,0.13333333333333333,0.1739130434782609,2.0,8.0,15.0,Monobactam biosynthesis
141,cysB,map00450,0.0009569455966974449,0.04114866065799013,0.13333333333333333,0.13333333333333333,0.13333333333333333,2.0,15.0,15.0,Selenocompound metabolism
142,cysB,map00230,0.0015654241888421756,0.05609436676684462,0.039473684210526314,0.2,0.06593406593406594,3.0,76.0,15.0,Purine metabolism
143,cysB,map01100,0.003195798891589335,0.09815668024167243,0.010014306151645207,0.4666666666666667,0.0196078431372549,7.0,699.0,15.0,Metabolic pathways
144,narP-2,map00910,5.570111510535021e-09,1.1975739747650294e-06,0.22727272727272727,0.3125,0.2631578947368421,5.0,22.0,16.0,Nitrogen metabolism
145,phoB,map02010,2.4208047640819047e-05,0.0052047302427760955,0.023121387283236993,0.6666666666666666,0.04469273743016759,4.0,173.0,6.0,ABC transporters
146,65,map05100,1.6337160563899293e-13,3.32914233648713e-11,0.6,0.35294117647058826,0.4444444444444445,6.0,10.0,17.0,Bacterial invasion of epithelial cells
147,65,map05131,3.096876592081051e-13,3.32914233648713e-11,1.0,0.29411764705882354,0.45454545454545453,5.0,5.0,17.0,Shigellosis
148,65,map05132,1.7348212693181279e-10,1.2432885763446584e-08,0.23076923076923078,0.35294117647058826,0.2790697674418605,6.0,26.0,17.0,Salmonella infection
149,65,map00051,0.00056238370279823,0.030228124025404864,0.06382978723404255,0.17647058823529413,0.09374999999999999,3.0,47.0,17.0,Fructose and mannose metabolism
150,65,map02060,0.00099255120472082,0.04267970180299527,0.05263157894736842,0.17647058823529413,0.08108108108108107,3.0,57.0,17.0,Phosphotransferase system (PTS)
151,narL-2,map00920,1.5224037500907642e-10,3.273168062695143e-08,0.23076923076923078,0.17647058823529413,0.20000000000000004,9.0,39.0,51.0,Sulfur metabolism
152,narL-2,map00860,3.74438347115567e-08,4.0252122314923455e-06,0.21212121212121213,0.13725490196078433,0.16666666666666669,7.0,33.0,51.0,Porphyrin and chlorophyll metabolism
153,narL-2,map00650,0.000200594215788139,0.01437591879814996,0.14285714285714285,0.0784313725490196,0.10126582278481011,4.0,28.0,51.0,Butanoate metabolism
154,narL-2,map00020,0.002020758939358602,0.08689263439241988,0.125,0.058823529411764705,0.07999999999999999,3.0,24.0,51.0,Citrate cycle (TCA cycle)
155,narL-2,map00620,0.0018956092395257629,0.08689263439241988,0.08,0.0784313725490196,0.0792079207920792,4.0,50.0,51.0,Pyruvate metabolism
