,gene_id,database,kegg_id
3008,STMMW_00681,KEGG_pathway,map01100
3012,STMMW_00691,KEGG_pathway,map00240
3013,STMMW_00691,KEGG_pathway,map00250
3014,STMMW_00691,KEGG_pathway,map01100
3019,STMMW_00921,KEGG_pathway,map00670
3020,STMMW_00921,KEGG_pathway,map00790
3021,STMMW_00921,KEGG_pathway,map01100
3022,STMMW_00921,KEGG_pathway,map01523
3024,STMMW_00931,KEGG_pathway,map00230
3027,STMMW_00961,KEGG_pathway,map00750
3028,STMMW_00961,KEGG_pathway,map01100
3033,STMMW_01071,KEGG_pathway,map00040
3034,STMMW_01071,KEGG_pathway,map00053
3035,STMMW_01071,KEGG_pathway,map01100
3036,STMMW_01071,KEGG_pathway,map01120
3039,STMMW_01081,KEGG_pathway,map00040
3040,STMMW_01081,KEGG_pathway,map01100
3043,STMMW_01091,KEGG_pathway,map00040
3044,STMMW_01091,KEGG_pathway,map01100
3046,STMMW_01121,KEGG_pathway,map02010
3048,STMMW_01131,KEGG_pathway,map02010
3050,STMMW_01141,KEGG_pathway,map02010
3057,STMMW_01161,KEGG_pathway,map00290
3058,STMMW_01161,KEGG_pathway,map00660
3059,STMMW_01161,KEGG_pathway,map01100
3060,STMMW_01161,KEGG_pathway,map01110
3061,STMMW_01161,KEGG_pathway,map01210
3062,STMMW_01161,KEGG_pathway,map01230
3070,STMMW_01171,KEGG_pathway,map00290
3071,STMMW_01171,KEGG_pathway,map00660
3072,STMMW_01171,KEGG_pathway,map00966
3073,STMMW_01171,KEGG_pathway,map01100
3074,STMMW_01171,KEGG_pathway,map01110
3075,STMMW_01171,KEGG_pathway,map01210
3076,STMMW_01171,KEGG_pathway,map01230
3083,STMMW_01181,KEGG_pathway,map00290
3084,STMMW_01181,KEGG_pathway,map00660
3085,STMMW_01181,KEGG_pathway,map01100
3086,STMMW_01181,KEGG_pathway,map01110
3087,STMMW_01181,KEGG_pathway,map01210
3088,STMMW_01181,KEGG_pathway,map01230
3095,STMMW_01191,KEGG_pathway,map00290
3096,STMMW_01191,KEGG_pathway,map00620
3097,STMMW_01191,KEGG_pathway,map01100
3098,STMMW_01191,KEGG_pathway,map01110
3099,STMMW_01191,KEGG_pathway,map01210
3100,STMMW_01191,KEGG_pathway,map01230
3110,STMMW_01221,KEGG_pathway,map00290
3111,STMMW_01221,KEGG_pathway,map00650
3112,STMMW_01221,KEGG_pathway,map00660
3113,STMMW_01221,KEGG_pathway,map00770
3114,STMMW_01221,KEGG_pathway,map01100
3115,STMMW_01221,KEGG_pathway,map01110
3116,STMMW_01221,KEGG_pathway,map01130
3117,STMMW_01221,KEGG_pathway,map01210
3118,STMMW_01221,KEGG_pathway,map01230
3128,STMMW_01231,KEGG_pathway,map00290
3129,STMMW_01231,KEGG_pathway,map00650
3130,STMMW_01231,KEGG_pathway,map00660
3131,STMMW_01231,KEGG_pathway,map00770
3132,STMMW_01231,KEGG_pathway,map01100
3133,STMMW_01231,KEGG_pathway,map01110
3134,STMMW_01231,KEGG_pathway,map01130
3135,STMMW_01231,KEGG_pathway,map01210
3136,STMMW_01231,KEGG_pathway,map01230
3139,STMMW_01281,KEGG_pathway,map00550
3140,STMMW_01281,KEGG_pathway,map01501
3143,STMMW_01291,KEGG_pathway,map00300
3144,STMMW_01291,KEGG_pathway,map00550
3149,STMMW_01301,KEGG_pathway,map00300
3150,STMMW_01301,KEGG_pathway,map00550
3151,STMMW_01301,KEGG_pathway,map01100
3152,STMMW_01301,KEGG_pathway,map01502
3156,STMMW_01311,KEGG_pathway,map00550
3157,STMMW_01311,KEGG_pathway,map01100
3158,STMMW_01311,KEGG_pathway,map01502
3162,STMMW_01321,KEGG_pathway,map00471
3163,STMMW_01321,KEGG_pathway,map00550
3164,STMMW_01321,KEGG_pathway,map01100
3166,STMMW_01331,KEGG_pathway,map04112
3171,STMMW_01341,KEGG_pathway,map00550
3172,STMMW_01341,KEGG_pathway,map01100
3173,STMMW_01341,KEGG_pathway,map01502
3174,STMMW_01341,KEGG_pathway,map04112
3178,STMMW_01351,KEGG_pathway,map00471
3179,STMMW_01351,KEGG_pathway,map00550
3180,STMMW_01351,KEGG_pathway,map01100
3185,STMMW_01361,KEGG_pathway,map00473
3186,STMMW_01361,KEGG_pathway,map00550
3187,STMMW_01361,KEGG_pathway,map01100
3188,STMMW_01361,KEGG_pathway,map01502
3190,STMMW_01371,KEGG_pathway,map04112
3192,STMMW_01381,KEGG_pathway,map04112
3194,STMMW_01391,KEGG_pathway,map04112
3197,STMMW_01401,KEGG_pathway,map00540
3198,STMMW_01401,KEGG_pathway,map01100
3201,STMMW_01411,KEGG_pathway,map03060
3202,STMMW_01411,KEGG_pathway,map03070
3206,STMMW_01421,KEGG_pathway,map02024
3207,STMMW_01421,KEGG_pathway,map03060
3208,STMMW_01421,KEGG_pathway,map03070
3211,STMMW_01461,KEGG_pathway,map00770
3212,STMMW_01461,KEGG_pathway,map01100
3214,STMMW_01471,KEGG_pathway,map00230
3217,STMMW_01511,KEGG_pathway,map00760
3218,STMMW_01511,KEGG_pathway,map01100
3227,STMMW_01581,KEGG_pathway,map00010
3228,STMMW_01581,KEGG_pathway,map00020
3229,STMMW_01581,KEGG_pathway,map00620
3230,STMMW_01581,KEGG_pathway,map01100
3231,STMMW_01581,KEGG_pathway,map01110
3232,STMMW_01581,KEGG_pathway,map01120
3233,STMMW_01581,KEGG_pathway,map01130
3234,STMMW_01581,KEGG_pathway,map01200
3243,STMMW_01591,KEGG_pathway,map00010
3244,STMMW_01591,KEGG_pathway,map00020
3245,STMMW_01591,KEGG_pathway,map00620
3246,STMMW_01591,KEGG_pathway,map01100
3247,STMMW_01591,KEGG_pathway,map01110
3248,STMMW_01591,KEGG_pathway,map01120
3249,STMMW_01591,KEGG_pathway,map01130
3250,STMMW_01591,KEGG_pathway,map01200
3262,STMMW_01641,KEGG_pathway,map00020
3263,STMMW_01641,KEGG_pathway,map00630
3264,STMMW_01641,KEGG_pathway,map00640
3265,STMMW_01641,KEGG_pathway,map00720
3266,STMMW_01641,KEGG_pathway,map01100
3267,STMMW_01641,KEGG_pathway,map01110
3268,STMMW_01641,KEGG_pathway,map01120
3269,STMMW_01641,KEGG_pathway,map01130
3270,STMMW_01641,KEGG_pathway,map01200
3271,STMMW_01641,KEGG_pathway,map01210
3272,STMMW_01641,KEGG_pathway,map01230
3276,STMMW_01711,KEGG_pathway,map00270
3277,STMMW_01711,KEGG_pathway,map00330
3278,STMMW_01711,KEGG_pathway,map01100
3284,STMMW_01721,KEGG_pathway,map00270
3285,STMMW_01721,KEGG_pathway,map00330
3286,STMMW_01721,KEGG_pathway,map00410
3287,STMMW_01721,KEGG_pathway,map00480
3288,STMMW_01721,KEGG_pathway,map01100
3293,STMMW_01751,KEGG_pathway,map00030
3294,STMMW_01751,KEGG_pathway,map01100
3295,STMMW_01751,KEGG_pathway,map01110
3296,STMMW_01751,KEGG_pathway,map01130
3301,STMMW_01761,KEGG_pathway,map00230
3302,STMMW_01761,KEGG_pathway,map00983
3303,STMMW_01761,KEGG_pathway,map01100
3304,STMMW_01761,KEGG_pathway,map01110
3306,STMMW_01771,KEGG_pathway,map00910
3308,STMMW_01811,KEGG_pathway,map05133
3313,STMMW_01861,KEGG_pathway,map00410
3314,STMMW_01861,KEGG_pathway,map00770
3315,STMMW_01861,KEGG_pathway,map01100
3316,STMMW_01861,KEGG_pathway,map01110
3321,STMMW_01871,KEGG_pathway,map00410
3322,STMMW_01871,KEGG_pathway,map00770
3323,STMMW_01871,KEGG_pathway,map01100
3324,STMMW_01871,KEGG_pathway,map01110
3328,STMMW_01881,KEGG_pathway,map00770
3329,STMMW_01881,KEGG_pathway,map01100
3330,STMMW_01881,KEGG_pathway,map01110
3333,STMMW_01891,KEGG_pathway,map00790
3334,STMMW_01891,KEGG_pathway,map01100
3336,STMMW_01901,KEGG_pathway,map03018
3338,STMMW_01961,KEGG_pathway,map00550
3340,STMMW_01981,KEGG_pathway,map02010
3342,STMMW_01991,KEGG_pathway,map02010
3344,STMMW_02001,KEGG_pathway,map02010
3349,STMMW_02081,KEGG_pathway,map00860
3350,STMMW_02081,KEGG_pathway,map01100
3351,STMMW_02081,KEGG_pathway,map01110
3352,STMMW_02081,KEGG_pathway,map01120
3354,STMMW_02121,KEGG_pathway,map02010
3358,STMMW_02131,KEGG_pathway,map00270
3359,STMMW_02131,KEGG_pathway,map01100
3360,STMMW_02131,KEGG_pathway,map01230
3362,STMMW_02141,KEGG_pathway,map00230
3365,STMMW_02151,KEGG_pathway,map01503
3366,STMMW_02151,KEGG_pathway,map02020
3371,STMMW_02191,KEGG_pathway,map00300
3372,STMMW_02191,KEGG_pathway,map01100
3373,STMMW_02191,KEGG_pathway,map01120
3374,STMMW_02191,KEGG_pathway,map01230
3376,STMMW_02201,KEGG_pathway,map02020
3378,STMMW_02221,KEGG_pathway,map03010
3381,STMMW_02241,KEGG_pathway,map00240
3382,STMMW_02241,KEGG_pathway,map01100
3387,STMMW_02261,KEGG_pathway,map00900
3388,STMMW_02261,KEGG_pathway,map01100
3389,STMMW_02261,KEGG_pathway,map01110
3390,STMMW_02261,KEGG_pathway,map01130
3393,STMMW_02271,KEGG_pathway,map00900
3394,STMMW_02271,KEGG_pathway,map01110
3399,STMMW_02281,KEGG_pathway,map00564
3400,STMMW_02281,KEGG_pathway,map01100
3401,STMMW_02281,KEGG_pathway,map01110
3402,STMMW_02281,KEGG_pathway,map04070
3405,STMMW_02291,KEGG_pathway,map02024
3406,STMMW_02291,KEGG_pathway,map04112
3409,STMMW_02321,KEGG_pathway,map00540
3410,STMMW_02321,KEGG_pathway,map01100
3415,STMMW_02331,KEGG_pathway,map00061
3416,STMMW_02331,KEGG_pathway,map00780
3417,STMMW_02331,KEGG_pathway,map01100
3418,STMMW_02331,KEGG_pathway,map01212
3422,STMMW_02341,KEGG_pathway,map00540
3423,STMMW_02341,KEGG_pathway,map01100
3424,STMMW_02341,KEGG_pathway,map01503
3427,STMMW_02351,KEGG_pathway,map00540
3428,STMMW_02351,KEGG_pathway,map01100
3430,STMMW_02361,KEGG_pathway,map03030
3437,STMMW_02371,KEGG_pathway,map00230
3438,STMMW_02371,KEGG_pathway,map00240
3439,STMMW_02371,KEGG_pathway,map01100
3440,STMMW_02371,KEGG_pathway,map03030
3441,STMMW_02371,KEGG_pathway,map03430
3442,STMMW_02371,KEGG_pathway,map03440
3453,STMMW_02381,KEGG_pathway,map00061
3454,STMMW_02381,KEGG_pathway,map00620
3455,STMMW_02381,KEGG_pathway,map00640
3456,STMMW_02381,KEGG_pathway,map00720
3457,STMMW_02381,KEGG_pathway,map01100
3458,STMMW_02381,KEGG_pathway,map01110
3459,STMMW_02381,KEGG_pathway,map01120
3460,STMMW_02381,KEGG_pathway,map01130
3461,STMMW_02381,KEGG_pathway,map01200
3462,STMMW_02381,KEGG_pathway,map01212
3467,STMMW_02401,KEGG_pathway,map00310
3468,STMMW_02401,KEGG_pathway,map00960
3469,STMMW_02401,KEGG_pathway,map01100
3470,STMMW_02401,KEGG_pathway,map01110
3472,STMMW_02471,KEGG_pathway,map01503
3474,STMMW_02481,KEGG_pathway,map00970
3476,STMMW_02501,KEGG_pathway,map02020
3478,STMMW_02511,KEGG_pathway,map02010
3480,STMMW_02521,KEGG_pathway,map02010
3482,STMMW_02531,KEGG_pathway,map02010
3484,STMMW_02601,KEGG_pathway,map00620
3486,STMMW_02621,KEGG_pathway,map03030
3493,STMMW_02631,KEGG_pathway,map00230
3494,STMMW_02631,KEGG_pathway,map00240
3495,STMMW_02631,KEGG_pathway,map01100
3496,STMMW_02631,KEGG_pathway,map03030
3497,STMMW_02631,KEGG_pathway,map03430
3498,STMMW_02631,KEGG_pathway,map03440
3500,STMMW_02641,KEGG_pathway,map02025
3502,STMMW_02651,KEGG_pathway,map02025
3505,STMMW_02711,KEGG_pathway,map02025
3506,STMMW_02711,KEGG_pathway,map03070
3508,STMMW_02731,KEGG_pathway,map02025
3510,STMMW_02741,KEGG_pathway,map02025
3513,STMMW_02791,KEGG_pathway,map02025
3514,STMMW_02791,KEGG_pathway,map03070
3516,STMMW_02851,KEGG_pathway,map03070
3518,STMMW_02861,KEGG_pathway,map02025
3520,STMMW_02871,KEGG_pathway,map03070
3522,STMMW_02911,KEGG_pathway,map02025
3524,STMMW_02941,KEGG_pathway,map03070
3526,STMMW_03111,KEGG_pathway,map05133
3528,STMMW_03191,KEGG_pathway,map00250
3532,STMMW_03201,KEGG_pathway,map00071
3533,STMMW_03201,KEGG_pathway,map01100
3534,STMMW_03201,KEGG_pathway,map01212
3537,STMMW_03211,KEGG_pathway,map00540
3538,STMMW_03211,KEGG_pathway,map01100
3540,STMMW_03251,KEGG_pathway,map01501
3543,STMMW_03271,KEGG_pathway,map00480
3544,STMMW_03271,KEGG_pathway,map01100
3548,STMMW_03281,KEGG_pathway,map00230
3549,STMMW_03281,KEGG_pathway,map01100
3550,STMMW_03281,KEGG_pathway,map01110
3556,STMMW_03321,KEGG_pathway,map00330
3557,STMMW_03321,KEGG_pathway,map00332
3558,STMMW_03321,KEGG_pathway,map01100
3559,STMMW_03321,KEGG_pathway,map01130
3560,STMMW_03321,KEGG_pathway,map01230
3567,STMMW_03331,KEGG_pathway,map00330
3568,STMMW_03331,KEGG_pathway,map00332
3569,STMMW_03331,KEGG_pathway,map01100
3570,STMMW_03331,KEGG_pathway,map01110
3571,STMMW_03331,KEGG_pathway,map01130
3572,STMMW_03331,KEGG_pathway,map01230
3574,STMMW_04081,KEGG_pathway,map05133
3576,STMMW_04101,KEGG_pathway,map05133
3579,STMMW_04201,KEGG_pathway,map01501
3580,STMMW_04201,KEGG_pathway,map02024
3582,STMMW_04251,KEGG_pathway,map04978
3586,STMMW_04301,KEGG_pathway,map00190
3587,STMMW_04301,KEGG_pathway,map01100
3588,STMMW_04301,KEGG_pathway,map02020
3592,STMMW_04311,KEGG_pathway,map00190
3593,STMMW_04311,KEGG_pathway,map01100
3594,STMMW_04311,KEGG_pathway,map02020
3596,STMMW_04381,KEGG_pathway,map00640
3598,STMMW_04391,KEGG_pathway,map00640
3600,STMMW_04401,KEGG_pathway,map00640
3603,STMMW_04411,KEGG_pathway,map00640
3604,STMMW_04411,KEGG_pathway,map01100
3609,STMMW_04421,KEGG_pathway,map00860
3610,STMMW_04421,KEGG_pathway,map01100
3611,STMMW_04421,KEGG_pathway,map01110
3612,STMMW_04421,KEGG_pathway,map01120
3617,STMMW_04501,KEGG_pathway,map00473
3618,STMMW_04501,KEGG_pathway,map00550
3619,STMMW_04501,KEGG_pathway,map01100
3620,STMMW_04501,KEGG_pathway,map01502
3622,STMMW_04551,KEGG_pathway,map02026
3628,STMMW_04561,KEGG_pathway,map00330
3629,STMMW_04561,KEGG_pathway,map01100
3630,STMMW_04561,KEGG_pathway,map01110
3631,STMMW_04561,KEGG_pathway,map01130
3632,STMMW_04561,KEGG_pathway,map01230
3638,STMMW_04581,KEGG_pathway,map00400
3639,STMMW_04581,KEGG_pathway,map01100
3640,STMMW_04581,KEGG_pathway,map01110
3641,STMMW_04581,KEGG_pathway,map01130
3642,STMMW_04581,KEGG_pathway,map01230
3645,STMMW_04611,KEGG_pathway,map00230
3646,STMMW_04611,KEGG_pathway,map00240
3651,STMMW_04631,KEGG_pathway,map00051
3652,STMMW_04631,KEGG_pathway,map00500
3653,STMMW_04631,KEGG_pathway,map00520
3654,STMMW_04631,KEGG_pathway,map01100
3656,STMMW_04671,KEGG_pathway,map02020
3658,STMMW_04681,KEGG_pathway,map02020
3662,STMMW_04711,KEGG_pathway,map00052
3663,STMMW_04711,KEGG_pathway,map00500
3664,STMMW_04711,KEGG_pathway,map01100
3666,STMMW_04721,KEGG_pathway,map04214
3668,STMMW_04731,KEGG_pathway,map00770
3672,STMMW_04761,KEGG_pathway,map02024
3673,STMMW_04761,KEGG_pathway,map03060
3674,STMMW_04761,KEGG_pathway,map03070
3677,STMMW_04771,KEGG_pathway,map03060
3678,STMMW_04771,KEGG_pathway,map03070
3681,STMMW_04781,KEGG_pathway,map03060
3682,STMMW_04781,KEGG_pathway,map03070
3687,STMMW_04861,KEGG_pathway,map00740
3688,STMMW_04861,KEGG_pathway,map01100
3689,STMMW_04861,KEGG_pathway,map01110
3690,STMMW_04861,KEGG_pathway,map02024
3694,STMMW_04871,KEGG_pathway,map00740
3695,STMMW_04871,KEGG_pathway,map01100
3696,STMMW_04871,KEGG_pathway,map01110
3699,STMMW_04891,KEGG_pathway,map00730
3700,STMMW_04891,KEGG_pathway,map01100
3703,STMMW_04901,KEGG_pathway,map00564
3704,STMMW_04901,KEGG_pathway,map01100
3710,STMMW_04921,KEGG_pathway,map00730
3711,STMMW_04921,KEGG_pathway,map00900
3712,STMMW_04921,KEGG_pathway,map01100
3713,STMMW_04921,KEGG_pathway,map01110
3714,STMMW_04921,KEGG_pathway,map01130
3719,STMMW_04931,KEGG_pathway,map00900
3720,STMMW_04931,KEGG_pathway,map01100
3721,STMMW_04931,KEGG_pathway,map01110
3722,STMMW_04931,KEGG_pathway,map01130
3724,STMMW_04941,KEGG_pathway,map03430
3728,STMMW_04951,KEGG_pathway,map00730
3729,STMMW_04951,KEGG_pathway,map01100
3730,STMMW_04951,KEGG_pathway,map04122
3732,STMMW_04961,KEGG_pathway,map02010
3734,STMMW_04971,KEGG_pathway,map02010
3736,STMMW_04981,KEGG_pathway,map02010
3738,STMMW_04991,KEGG_pathway,map02010
3742,STMMW_05011,KEGG_pathway,map00440
3743,STMMW_05011,KEGG_pathway,map01100
3744,STMMW_05011,KEGG_pathway,map01120
3748,STMMW_05021,KEGG_pathway,map00440
3749,STMMW_05021,KEGG_pathway,map01100
3750,STMMW_05021,KEGG_pathway,map01120
3754,STMMW_05041,KEGG_pathway,map00770
3755,STMMW_05041,KEGG_pathway,map01100
3756,STMMW_05041,KEGG_pathway,map01110
3762,STMMW_05101,KEGG_pathway,map00190
3763,STMMW_05101,KEGG_pathway,map00860
3764,STMMW_05101,KEGG_pathway,map01100
3765,STMMW_05101,KEGG_pathway,map01110
3766,STMMW_05101,KEGG_pathway,map04714
3769,STMMW_05111,KEGG_pathway,map00190
3770,STMMW_05111,KEGG_pathway,map01100
3773,STMMW_05121,KEGG_pathway,map00190
3774,STMMW_05121,KEGG_pathway,map01100
3777,STMMW_05131,KEGG_pathway,map00190
3778,STMMW_05131,KEGG_pathway,map01100
3781,STMMW_05141,KEGG_pathway,map00190
3782,STMMW_05141,KEGG_pathway,map01100
3784,STMMW_05151,KEGG_pathway,map01501
3787,STMMW_05191,KEGG_pathway,map04112
3788,STMMW_05191,KEGG_pathway,map04212
3790,STMMW_05201,KEGG_pathway,map04112
3792,STMMW_05211,KEGG_pathway,map04112
3795,STMMW_05261,KEGG_pathway,map00790
3796,STMMW_05261,KEGG_pathway,map01100
3805,STMMW_05291,KEGG_pathway,map00270
3806,STMMW_05291,KEGG_pathway,map00920
3807,STMMW_05291,KEGG_pathway,map01100
3808,STMMW_05291,KEGG_pathway,map01110
3809,STMMW_05291,KEGG_pathway,map01120
3810,STMMW_05291,KEGG_pathway,map01130
3811,STMMW_05291,KEGG_pathway,map01200
3812,STMMW_05291,KEGG_pathway,map01230
3814,STMMW_05311,KEGG_pathway,map02010
3816,STMMW_05321,KEGG_pathway,map02010
3818,STMMW_05351,KEGG_pathway,map01040
3820,STMMW_05391,KEGG_pathway,map03010
3822,STMMW_05401,KEGG_pathway,map03010
3825,STMMW_05451,KEGG_pathway,map01501
3826,STMMW_05451,KEGG_pathway,map01503
3829,STMMW_05461,KEGG_pathway,map01501
3830,STMMW_05461,KEGG_pathway,map01503
3832,STMMW_05511,KEGG_pathway,map03440
3835,STMMW_05531,KEGG_pathway,map00230
3836,STMMW_05531,KEGG_pathway,map01100
3843,STMMW_05541,KEGG_pathway,map00230
3844,STMMW_05541,KEGG_pathway,map00240
3845,STMMW_05541,KEGG_pathway,map01100
3846,STMMW_05541,KEGG_pathway,map03030
3847,STMMW_05541,KEGG_pathway,map03430
3848,STMMW_05541,KEGG_pathway,map03440
3850,STMMW_05561,KEGG_pathway,map03440
3864,STMMW_05571,KEGG_pathway,map04141
3865,STMMW_05571,KEGG_pathway,map04151
3866,STMMW_05571,KEGG_pathway,map04217
3867,STMMW_05571,KEGG_pathway,map04612
3868,STMMW_05571,KEGG_pathway,map04621
3869,STMMW_05571,KEGG_pathway,map04626
3870,STMMW_05571,KEGG_pathway,map04657
3871,STMMW_05571,KEGG_pathway,map04659
3872,STMMW_05571,KEGG_pathway,map04914
3873,STMMW_05571,KEGG_pathway,map04915
3874,STMMW_05571,KEGG_pathway,map05200
3875,STMMW_05571,KEGG_pathway,map05215
3876,STMMW_05571,KEGG_pathway,map05418
3882,STMMW_05581,KEGG_pathway,map00230
3883,STMMW_05581,KEGG_pathway,map00730
3884,STMMW_05581,KEGG_pathway,map01100
3885,STMMW_05581,KEGG_pathway,map01110
3886,STMMW_05581,KEGG_pathway,map01130
3890,STMMW_05591,KEGG_pathway,map00860
3891,STMMW_05591,KEGG_pathway,map01100
3892,STMMW_05591,KEGG_pathway,map01110
3894,STMMW_05611,KEGG_pathway,map00230
3900,STMMW_05641,KEGG_pathway,map00230
3901,STMMW_05641,KEGG_pathway,map00240
3902,STMMW_05641,KEGG_pathway,map00760
3903,STMMW_05641,KEGG_pathway,map01100
3904,STMMW_05641,KEGG_pathway,map01110
3907,STMMW_05681,KEGG_pathway,map01524
3908,STMMW_05681,KEGG_pathway,map04016
3910,STMMW_05761,KEGG_pathway,map01040
3912,STMMW_05801,KEGG_pathway,map02010
3914,STMMW_05811,KEGG_pathway,map02010
3916,STMMW_05821,KEGG_pathway,map02010
3919,STMMW_05871,KEGG_pathway,map00630
3920,STMMW_05871,KEGG_pathway,map01100
3923,STMMW_05961,KEGG_pathway,map00230
3924,STMMW_05961,KEGG_pathway,map01120
3931,STMMW_06001,KEGG_pathway,map00220
3932,STMMW_06001,KEGG_pathway,map00230
3933,STMMW_06001,KEGG_pathway,map00910
3934,STMMW_06001,KEGG_pathway,map01100
3935,STMMW_06001,KEGG_pathway,map01120
3936,STMMW_06001,KEGG_pathway,map01200
3941,STMMW_06011,KEGG_pathway,map00230
3942,STMMW_06011,KEGG_pathway,map01100
3943,STMMW_06011,KEGG_pathway,map01110
3944,STMMW_06011,KEGG_pathway,map01130
3949,STMMW_06021,KEGG_pathway,map00230
3950,STMMW_06021,KEGG_pathway,map01100
3951,STMMW_06021,KEGG_pathway,map01110
3952,STMMW_06021,KEGG_pathway,map01130
3955,STMMW_06031,KEGG_pathway,map00540
3956,STMMW_06031,KEGG_pathway,map01100
3958,STMMW_06051,KEGG_pathway,map00970
3964,STMMW_06101,KEGG_pathway,map00670
3965,STMMW_06101,KEGG_pathway,map00720
3966,STMMW_06101,KEGG_pathway,map01100
3967,STMMW_06101,KEGG_pathway,map01120
3968,STMMW_06101,KEGG_pathway,map01200
3970,STMMW_06111,KEGG_pathway,map05133
3972,STMMW_06141,KEGG_pathway,map05133
3974,STMMW_06171,KEGG_pathway,map02020
3976,STMMW_06391,KEGG_pathway,map02060
3981,STMMW_06401,KEGG_pathway,map00051
3982,STMMW_06401,KEGG_pathway,map00520
3983,STMMW_06401,KEGG_pathway,map01100
3984,STMMW_06401,KEGG_pathway,map02060
3989,STMMW_06411,KEGG_pathway,map00051
3990,STMMW_06411,KEGG_pathway,map00520
3991,STMMW_06411,KEGG_pathway,map01100
3992,STMMW_06411,KEGG_pathway,map02060
3997,STMMW_06421,KEGG_pathway,map00051
3998,STMMW_06421,KEGG_pathway,map00520
3999,STMMW_06421,KEGG_pathway,map01100
4000,STMMW_06421,KEGG_pathway,map02060
4003,STMMW_06431,KEGG_pathway,map00633
4004,STMMW_06431,KEGG_pathway,map01120
4008,STMMW_06491,KEGG_pathway,map01053
4009,STMMW_06491,KEGG_pathway,map01110
4010,STMMW_06491,KEGG_pathway,map01130
4012,STMMW_06501,KEGG_pathway,map02020
4016,STMMW_06531,KEGG_pathway,map01053
4017,STMMW_06531,KEGG_pathway,map01110
4018,STMMW_06531,KEGG_pathway,map01130
4020,STMMW_06551,KEGG_pathway,map02010
4022,STMMW_06561,KEGG_pathway,map02010
4024,STMMW_06571,KEGG_pathway,map02010
4026,STMMW_06591,KEGG_pathway,map02010
4032,STMMW_06601,KEGG_pathway,map00130
4033,STMMW_06601,KEGG_pathway,map01053
4034,STMMW_06601,KEGG_pathway,map01100
4035,STMMW_06601,KEGG_pathway,map01110
4036,STMMW_06601,KEGG_pathway,map01130
4040,STMMW_06611,KEGG_pathway,map01053
4041,STMMW_06611,KEGG_pathway,map01110
4042,STMMW_06611,KEGG_pathway,map01130
