Experiment	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	GEO Series	GEO Sample	PMID	Biosample ID	biosample_strain	biosample_genotype	reference_sequence	project_name	condition_name	reference_condition	strain_description	base_media	carbon_source	nitrogen_source	aerobicity	supplement	temperature	pH	growth_phase	OD	additional_notes	ScientificName_curated	Host	Knockout	Other_available_omics	Biological_replicate	Technical_replicate	SampleID	R1	R2
ERX321084	10/16/13 0:49	1114957	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	1114957	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR348244	ERP003981	PRJEB4670	222541	ERS353271	SAMEA2201300	ERA252206	RNA-Seq	cDNA	TRANSCRIPTOMIC		University at Buffalo	0	0	515457			24272778	2371139	14028s	delta araC	NC_016856.1;NC_016855.1	araC	delta_araC_arabinose	WT_LB	del_araC	LB			Aerobic	0.2% arabinose	37C			0.6-0.8		Salmonella enterica subsp. enterica serovar Typhimurium str. 14028s Wu		araC	ChIP-Seq	1	1	delta_araC_arabinose_1		
ERX321085	10/16/13 0:49	1114957	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	1114957	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR348250	ERP003981	PRJEB4670	222541	ERS353269	SAMEA2201298	ERA252206	RNA-Seq	cDNA	TRANSCRIPTOMIC		University at Buffalo	0	0	515458			24272778	2371137	14028s	delta araC	NC_016856.1;NC_016855.1	araC	delta_araC_LB	WT_LB	del_araC	LB			Aerobic		37C			0.6-0.8		Salmonella enterica subsp. enterica serovar Typhimurium str. 14028s Wu		araC	ChIP-Seq	2	1	delta_araC_LB_2		
ERX321086	10/16/13 0:49	1114957	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	1114957	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR348243	ERP003981	PRJEB4670	222541	ERS353272	SAMEA2201301	ERA252206	RNA-Seq	cDNA	TRANSCRIPTOMIC		University at Buffalo	0	0	515459			24272778	2371140	14028s	wild type	NC_016856.1;NC_016855.1	araC	WT_LB	WT_LB	WT	LB			Aerobic		37C			0.6-0.8		Salmonella enterica subsp. enterica serovar Typhimurium str. 14028s Wu		WT	ChIP-Seq	1	1	WT_LB_1		
ERX1045658	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968690	ERP011094	PRJEB9939	293185	ERS795629	SAMEA3488480	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681348			27601571	3998209	14028s wild type	pBAD24	NC_016856.1;NC_016855.1	7TF	WT	WT	WT	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		WT	ChIP-Seq	3	1	WT_3		
ERX1045659	8/18/15 5:44	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968681	ERP011094	PRJEB9939	293185	ERS795630	SAMEA3488481	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681349			27601571	3998210	delta STM14_3465	pBAD24-STM14_3465	NC_016856.1;NC_016855.1	7TF	hilC	WT	hilC	LB			Aerobic		37C				hilC deletion and overexpression	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		hilC	ChIP-Seq	2	1	hilC_2		
ERX1045660	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968708	ERP011094	PRJEB9939	293185	ERS795631	SAMEA3488482	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681350			27601571	3998211	delta STM14_3463	pBAD24	NC_016856.1;NC_016855.1	7TF	del_sprB	WT	del_sprB	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		sprB	ChIP-Seq	1	1	del_sprB_1		
ERX1045661	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968694	ERP011094	PRJEB9939	293185	ERS795632	SAMEA3488483	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681351			27601571	3998212	delta STM14_3465	pBAD24	NC_016856.1;NC_016855.1	7TF	del_hilC	WT	del_hilC	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		hilC	ChIP-Seq	2	1	del_hilC_2		
ERX1045662	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968702	ERP011094	PRJEB9939	293185	ERS795633	SAMEA3488484	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681352			27601571	3998213	delta STM14_3474	pBAD24-STM14_3474	NC_016856.1;NC_016855.1	7TF	hilD	WT	hilD	LB			Aerobic		37C				hilD deletion and overexpression	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		hilD	ChIP-Seq	2	1	hilD_2		
ERX1045663	8/18/15 5:44	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968683	ERP011094	PRJEB9939	293185	ERS795634	SAMEA3488485	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681353			27601571	3998214	14028s wild type	pBAD24	NC_016856.1;NC_016855.1	7TF	WT	WT	WT	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		WT	ChIP-Seq	4	1	WT_4		
ERX1045664	8/18/15 5:44	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968682	ERP011094	PRJEB9939	293185	ERS795635	SAMEA3488486	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681354			27601571	3998215	delta STM14_5187	pBAD24	NC_016856.1;NC_016855.1	7TF	del_rtsB	WT	del_rtsB	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		rtsB	ChIP-Seq	1	1	del_rtsB_1		
ERX1045665	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968698	ERP011094	PRJEB9939	293185	ERS795636	SAMEA3488487	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681355			27601571	3998216	delta STM14_3475	pBAD24-STM14_3475	NC_016856.1;NC_016855.1	7TF	hilA	WT	hilA	LB			Aerobic		37C				hilA deletion and overexpression	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		hilA	ChIP-Seq	1	1	hilA_1		
ERX1045666	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968701	ERP011094	PRJEB9939	293185	ERS795637	SAMEA3488488	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681356			27601571	3998217	delta STM14_3463	pBAD24	NC_016856.1;NC_016855.1	7TF	del_sprB	WT	del_sprB	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		sprB	ChIP-Seq	2	1	del_sprB_2		
ERX1045667	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968693	ERP011094	PRJEB9939	293185	ERS795638	SAMEA3488489	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681357			27601571	3998218	delta STM14_3498	pBAD24	NC_016856.1;NC_016855.1	7TF	del_invF	WT	del_invF	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		invF	ChIP-Seq	2	1	del_invF_2		
ERX1045668	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968711	ERP011094	PRJEB9939	293185	ERS795639	SAMEA3488490	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681358			27601571	3998219	delta STM14_3474	pBAD24	NC_016856.1;NC_016855.1	7TF	del_hilD	WT	del_hilD	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		hilD	ChIP-Seq	1	1	del_hilD_1		
ERX1045669	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968688	ERP011094	PRJEB9939	293185	ERS795640	SAMEA3488491	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681359			27601571	3998220	delta STM14_5187	pBAD24-STM14_5187	NC_016856.1;NC_016855.1	7TF	rtsB	WT	rtsB	LB			Aerobic		37C				rtsB deletion and overexpression	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		rtsB	ChIP-Seq	1	1	rtsB_1		
ERX1045670	8/18/15 5:44	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968684	ERP011094	PRJEB9939	293185	ERS795641	SAMEA3488492	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681360			27601571	3998221	delta STM14_5188	pBAD24-STM14_5188	NC_016856.1;NC_016855.1	7TF	rtsA	WT	rtsA	LB			Aerobic		37C				rtsA deletion and overexpression	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		rtsA	ChIP-Seq	2	1	rtsA_2		
ERX1045671	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968686	ERP011094	PRJEB9939	293185	ERS795642	SAMEA3488493	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681361			27601571	3998222	delta STM14_3475	pBAD24	NC_016856.1;NC_016855.1	7TF	del_hilA	WT	del_hilA	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		hilA	ChIP-Seq	2	1	del_hilA_2		
ERX1045672	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968703	ERP011094	PRJEB9939	293185	ERS795643	SAMEA3488494	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681362			27601571	3998223	delta STM14_3475	pBAD24-STM14_3475	NC_016856.1;NC_016855.1	7TF	hilA	WT	hilA	LB			Aerobic		37C				hilA deletion and overexpression	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		hilA	ChIP-Seq	2	1	hilA_2		
ERX1045673	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968687	ERP011094	PRJEB9939	293185	ERS795644	SAMEA3488495	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681363			27601571	3998224	delta STM14_3474	pBAD24-STM14_3474	NC_016856.1;NC_016855.1	7TF	hilD	WT	hilD	LB			Aerobic		37C				hilD deletion and overexpression	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		hilD	ChIP-Seq	1	1	hilD_1		
ERX1045674	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968700	ERP011094	PRJEB9939	293185	ERS795645	SAMEA3488496	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681364			27601571	3998225	delta STM14_3474	pBAD24	NC_016856.1;NC_016855.1	7TF	del_hilD	WT	del_hilD	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		hilD	ChIP-Seq	2	1	del_hilD_2		
ERX1045675	8/18/15 5:44	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968680	ERP011094	PRJEB9939	293185	ERS795646	SAMEA3488497	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681365			27601571	3998226	delta STM14_3463	pBAD24-STM14_3463	NC_016856.1;NC_016855.1	7TF	sprB	WT	sprB	LB			Aerobic		37C				sprB deletion and overexpression	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		sprB	ChIP-Seq	2	1	sprB_2		
ERX1045676	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968710	ERP011094	PRJEB9939	293185	ERS795647	SAMEA3488498	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681366			27601571	3998227	delta STM14_3465	pBAD24	NC_016856.1;NC_016855.1	7TF	del_hilC	WT	del_hilC	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		hilC	ChIP-Seq	1	1	del_hilC_1		
ERX1045677	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968697	ERP011094	PRJEB9939	293185	ERS795648	SAMEA3488499	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681367			27601571	3998228	delta STM14_3498	pBAD24	NC_016856.1;NC_016855.1	7TF	del_invF	WT	del_invF	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		invF	ChIP-Seq	1	1	del_invF_1		
ERX1045678	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968706	ERP011094	PRJEB9939	293185	ERS795649	SAMEA3488500	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681368			27601571	3998229	delta STM14_5188	pBAD24-STM14_5188	NC_016856.1;NC_016855.1	7TF	rtsA	WT	rtsA	LB			Aerobic		37C				rtsA deletion and overexpression	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		rtsA	ChIP-Seq	1	1	rtsA_1		
ERX1045679	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968692	ERP011094	PRJEB9939	293185	ERS795650	SAMEA3488501	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681369			27601571	3998230	delta STM14_5187	pBAD24	NC_016856.1;NC_016855.1	7TF	del_rtsB	WT	del_rtsB	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		rtsB	ChIP-Seq	2	1	del_rtsB_2		
ERX1045680	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968704	ERP011094	PRJEB9939	293185	ERS795651	SAMEA3488502	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681370			27601571	3998231	delta STM14_3463	pBAD24-STM14_3463	NC_016856.1;NC_016855.1	7TF	sprB	WT	sprB	LB			Aerobic		37C				sprB deletion and overexpression	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		sprB	ChIP-Seq	1	1	sprB_1		
ERX1045681	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968705	ERP011094	PRJEB9939	293185	ERS795652	SAMEA3488503	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681371			27601571	3998232	14028s wild type	pBAD24	NC_016856.1;NC_016855.1	7TF	WT	WT	WT	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		WT	ChIP-Seq	2	1	WT_2		
ERX1045682	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968699	ERP011094	PRJEB9939	293185	ERS795653	SAMEA3488504	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681372			27601571	3998233	delta STM14_3465	pBAD24-STM14_3465	NC_016856.1;NC_016855.1	7TF	hilC	WT	hilC	LB			Aerobic		37C				hilC deletion and overexpression	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		hilC	ChIP-Seq	1	1	hilC_1		
ERX1045683	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968689	ERP011094	PRJEB9939	293185	ERS795654	SAMEA3488505	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681373			27601571	3998234	delta STM14_3498	pBAD24-STM14_3498	NC_016856.1;NC_016855.1	7TF	invF	WT	invF	LB			Aerobic		37C				invF deletion and overexpression	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		invF	ChIP-Seq	2	1	invF_2		
ERX1045684	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968709	ERP011094	PRJEB9939	293185	ERS795655	SAMEA3488506	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681374			27601571	3998235	14028s wild type	pBAD24	NC_016856.1;NC_016855.1	7TF	WT	WT	WT	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		WT	ChIP-Seq	1	1	WT_1		
